timestamp,ax,ay,az
1481802666299,-8.168417930603027,-4.93385124206543,3.183689594268799
1481802666480,-7.713519096374512,-3.7038300037384033,2.718017578125
1481802666663,-8.083423614501953,-6.580463409423828,0.6536170840263367
1481802666840,-1.091755986213684,-3.245340347290039,1.4425065517425537
1481802667023,1.468244194984436,-5.184045314788818,0.0035913025494664907
1481802667203,-1.5053542852401733,-9.385271072387695,0.6404489278793335
1481802667384,-0.545877993106842,-9.601945877075195,0.7835025191307068
1481802667562,-0.8690952062606812,-9.48882007598877,0.9917980432510376
1481802667747,-0.7158663272857666,-9.582193374633789,0.8900445103645325
1481802667924,-0.7368155717849731,-9.594164848327637,0.6362590789794922
1481802668107,-0.7128735780715942,-9.597756385803223,0.4668693244457245
1481802668283,-0.19812019169330597,-9.692925453186035,0.3824737071990967
1481802668463,-0.34656068682670593,-9.679757118225098,0.36990416049957275
1481802668644,-0.6787561774253845,-9.633070945739746,0.3232172429561615
1481802668824,-0.7212532758712769,-9.670180320739746,0.23403321206569672
1481802669005,-0.5536591410636902,-9.68694019317627,0.1472434103488922
1481802669188,-0.49978959560394287,-9.64683723449707,0.31842881441116333
1481802669366,-0.629675030708313,-9.618106842041016,0.30286651849746704
1481802669546,-0.4920084476470947,-9.625288963317871,0.24480712413787842
1481802669730,-0.5123591423034668,-9.602544784545898,0.2932897210121155
1481802669904,-0.5674257874488831,-9.639654159545898,0.23822307586669922
1481802670089,-0.47824180126190186,-9.637859344482422,0.3842693865299225
1481802670269,-0.5937620401382446,-9.5809965133667,0.2232593148946762
1481802670449,-0.5740098357200623,-9.650428771972656,0.4776432514190674
1481802670629,-0.7679402232170105,-9.637859344482422,0.35494041442871094
1481802670830,-0.7655459642410278,-9.623494148254395,0.2932897210121155
1481802670988,-0.383670836687088,-9.602544784545898,0.4818331003189087
1481802671167,-0.6799532771110535,-9.569623947143555,0.4572925269603729
1481802671349,-0.4985924959182739,-9.591172218322754,0.4106055796146393
1481802671529,-0.50876784324646,-9.626486778259277,0.47884035110473633
1481802671710,-0.5596446394920349,-9.657012939453125,0.363918662071228
1481802671890,-0.48243165016174316,-9.642647743225098,0.2687491476535797
1481802672066,-0.6045359373092651,-9.643245697021484,0.2968810200691223
1481802672250,-0.1364694982767105,-9.61571216583252,0.6111199855804443
1481802672432,-0.29807811975479126,-9.57201862335205,0.52552729845047
1481802672613,-0.5099649429321289,-9.637859344482422,0.45010992884635925
1481802672790,-0.353743314743042,-9.616909980773926,0.5392939448356628
1481802672972,-0.5135562419891357,-9.619303703308105,0.5027823448181152
1481802673152,-0.44412440061569214,-9.633668899536133,0.41958385705947876
1481802673330,-0.16819266974925995,-9.702502250671387,0.49140989780426025
1481802673512,-0.6548141837120056,-9.624092102050781,0.383670836687088
1481802673693,-0.3758896589279175,-9.655217170715332,0.4734533727169037
1481802673872,-0.8433575630187988,-9.534908294677734,0.4495113790035248
1481802674050,-0.22385786473751068,-9.640253067016602,0.4734533727169037
1481802674233,-0.4513070285320282,-9.630077362060547,0.1412578970193863
1481802674413,-0.34596213698387146,-9.601945877075195,0.31842881441116333
1481802674593,-0.32381579279899597,-9.710882186889648,0.47644615173339844
1481802674772,-0.8589198589324951,-9.610325813293457,0.42018240690231323
1481802674953,-0.23403321206569672,-9.628880500793457,0.5883750915527344
1481802675133,-0.517746090888977,-9.66299819946289,0.5327098965644836
1481802675309,-0.28730419278144836,-9.689932823181152,0.5674257874488831
1481802675494,-0.6440402865409851,-9.688735961914063,0.5991489887237549
1481802675674,-0.29568392038345337,-9.636063575744629,0.3058592677116394
1481802675853,-0.9349357485771179,-9.59835433959961,0.41120412945747375
1481802676034,-0.1586158573627472,-9.709086418151855,0.33039984107017517
1481802676214,-0.29149407148361206,-9.642647743225098,0.3842693865299225
1481802676394,-0.9151836037635803,-9.546878814697266,0.5488707423210144
1481802676575,-0.16998831927776337,-9.673771858215332,0.5931634902954102
1481802676755,-0.6314706802368164,-9.549273490905762,0.3974374830722809
1481802676935,-0.4991910457611084,-9.620500564575195,0.3585317134857178
1481802677115,-0.304063618183136,-9.668983459472656,0.2974795699119568
1481802677295,-0.6189011335372925,-9.618705749511719,0.3387795388698578
1481802677475,-0.38546648621559143,-9.668983459472656,0.04967968538403511
1481802677651,-0.12868833541870117,-9.606734275817871,0.15562310814857483
1481802677836,-2.3475148677825928,-9.459490776062012,-0.4159925580024719
1481802678016,1.083974838256836,-9.845556259155273,-0.20530278980731964
1481802678194,0.2232593148946762,-9.672574996948242,-0.6356605291366577
1481802678375,0.05386953800916672,-9.782109260559082,-0.2735375463962555
1481802678556,0.27413609623908997,-9.624092102050781,-0.23523031175136566
1481802678737,0.0933738648891449,-9.638457298278809,-0.15322890877723694
1481802678917,0.5309142470359802,-9.62947940826416,-0.15741875767707825
1481802679097,0.7152677774429321,-9.63067626953125,-0.19572599232196808
1481802679276,0.06344634294509888,-9.636063575744629,-0.2621650993824005
1481802679453,0.22266076505184174,-9.63067626953125,-0.45250412821769714
1481802679637,0.32620999217033386,-9.640851974487305,-0.2944868206977844
1481802679819,0.13347674906253815,-9.640851974487305,-0.39624038338661194
1481802679999,0.2849099934101105,-9.654618263244629,-0.35015198588371277
1481802680178,0.3603273630142212,-9.625288963317871,-0.4495113790035248
1481802680358,0.4411316514015198,-9.68155288696289,-0.2717418968677521
1481802680536,0.5327098965644836,-9.640253067016602,-0.49380409717559814
1481802680718,0.395043283700943,-9.627084732055664,-0.4770447015762329
1481802680899,0.29867666959762573,-9.656414031982422,-0.38726213574409485
1481802681079,0.4812345504760742,-9.64923095703125,-0.4710591733455658
1481802681254,0.7924807667732239,-9.674370765686035,-0.3471592366695404
1481802681439,0.04429273307323456,-9.657012939453125,-0.292691171169281
1481802681619,0.5081692934036255,-9.652822494506836,-0.3250128924846649
1481802681799,0.2885012924671173,-9.676166534423828,-0.5093663930892944
1481802681977,0.42856210470199585,-9.620500564575195,-0.45848962664604187
1481802682154,0.3190273642539978,-9.640253067016602,-0.3669114112854004
1481802682340,0.4620809257030487,-9.641449928283691,-0.4495113790035248
1481802682520,0.4357447028160095,-9.641449928283691,-0.3190273642539978
1481802682696,0.31783026456832886,-9.637260437011719,-0.32620999217033386
1481802682882,-0.12749123573303223,-9.724050521850586,-0.27054479718208313
1481802683061,0.414795458316803,-9.660005569458008,-0.5656301379203796
1481802683236,0.375291109085083,-9.643844604492188,-0.40462008118629456
1481802683417,0.5752069354057312,-9.633070945739746,-0.4010287821292877
1481802683602,0.36332011222839355,-9.660603523254395,-0.5805938839912415
1481802683782,0.2322375625371933,-9.704896926879883,-0.2322375625371933
1481802683962,0.3579331636428833,-9.685144424438477,-0.38127660751342773
1481802684142,0.34416648745536804,-9.606135368347168,-0.49978959560394287
1481802684317,0.6177040338516235,-9.625288963317871,-0.36990416049957275
1481802684503,-0.05147533491253853,-9.62947940826416,-0.3531447649002075
1481802684681,0.262763649225235,-9.646238327026367,-0.3758896589279175
1481802684862,0.5847837924957275,-9.70429801940918,-0.13766659796237946
1481802685043,0.2759317457675934,-9.627084732055664,-0.3064578175544739
1481802685223,0.4189853072166443,-9.651625633239746,-0.2998737692832947
1481802685403,0.353743314743042,-9.592967987060547,-0.39145198464393616
1481802685582,0.5135562419891357,-9.633668899536133,-0.45190557837486267
1481802685758,0.284311443567276,-9.651026725769043,-0.3621230125427246
1481802685943,0.5943605899810791,-9.642647743225098,-0.3926490843296051
1481802686123,0.6159083843231201,-9.640851974487305,-0.23523031175136566
1481802686304,0.29628247022628784,-9.657610893249512,-0.22385786473751068
1481802686484,0.24600422382354736,-9.654618263244629,-0.31842881441116333
1481802686661,0.35434186458587646,-9.67077922821045,-0.3627215623855591
1481802686842,0.3842693865299225,-9.634267807006836,-0.4231751561164856
1481802687024,0.3519476354122162,-9.671378135681152,-0.9900023937225342
1481802687204,-0.02454056777060032,-9.666589736938477,-1.01753568649292
1481802687385,0.5781996846199036,-9.59057331085205,-0.4752490520477295
1481802687563,0.33279404044151306,-9.651026725769043,-0.5847837924957275
1481802687739,0.3076549172401428,-9.665990829467773,-0.6027402877807617
1481802687923,0.5716156363487244,-9.662399291992188,-0.5680243372917175
1481802688105,0.4794389009475708,-9.620500564575195,-0.4734533727169037
1481802688285,0.3471592366695404,-9.730035781860352,-0.20111294090747833
1481802688466,0.558447539806366,-9.604938507080078,-0.41120412945747375
1481802688646,0.4985924959182739,-9.663596153259277,-0.5829881429672241
1481802688826,0.4225766062736511,-9.64923095703125,-0.5410895943641663
1481802689006,0.3513490855693817,-9.711481094360352,-0.09636662155389786
1481802689186,0.30526071786880493,-9.59835433959961,-0.47225627303123474
1481802689366,0.46088382601737976,-9.604938507080078,-0.5273229479789734
1481802689547,0.6117185354232788,-9.627683639526367,-0.43694180250167847
1481802689727,0.44771572947502136,-9.668983459472656,-0.1256955862045288
1481802689907,0.507570743560791,-9.640851974487305,-0.2693476974964142
1481802690087,0.47165772318840027,-9.643844604492188,-0.3776853084564209
1481802690272,0.606930136680603,-9.632472038269043,-0.46627077460289
1481802690447,0.6572083830833435,-9.659406661987305,-0.4572925269603729
1481802690628,0.3381809890270233,-9.654019355773926,-0.3818751573562622
1481802690808,0.42197805643081665,-9.601945877075195,-0.4118026793003082
1481802690988,0.6649895310401917,-9.638457298278809,-0.37648820877075195
1481802691168,0.3357867896556854,-9.655217170715332,-0.3531447649002075
1481802691348,0.5901707410812378,-9.640851974487305,-0.27473464608192444
1481802691528,0.4878185987472534,-9.603142738342285,-0.35434186458587646
1481802691709,0.46148237586021423,-9.636661529541016,-0.25737667083740234
1481802691889,0.5524620413780212,-9.654019355773926,-0.38067805767059326
1481802692069,0.2124854028224945,-9.657610893249512,-0.2346317619085312
1481802692249,0.3932476341724396,-9.597756385803223,-0.3196259140968323
1481802692429,0.497395396232605,-9.634865760803223,-0.3429693877696991
1481802692609,0.5111620426177979,-9.607931137084961,-0.2908954918384552
1481802692785,0.46148237586021423,-9.642647743225098,-0.19213469326496124
1481802692969,0.32381579279899597,-9.684545516967773,-0.36990416049957275
1481802693150,0.45848962664604187,-9.666589736938477,-0.19033902883529663
1481802693345,0.38726213574409485,-9.662399291992188,-0.27413609623908997
1481802693508,0.406415730714798,-9.62947940826416,-0.1933317929506302
1481802693690,0.6703764796257019,-9.675567626953125,-0.17477671802043915
1481802693867,0.35494041442871094,-9.65222454071045,-0.243011474609375
1481802694049,0.406415730714798,-9.643245697021484,-0.30047231912612915
1481802694230,0.35494041442871094,-9.694721221923828,-0.2190694510936737
1481802694408,0.5003881454467773,-9.616909980773926,-0.40222588181495667
1481802694592,0.3998316824436188,-9.636661529541016,-0.4926069974899292
1481802694772,0.2603694200515747,-9.61451530456543,-0.3770867586135864
1481802694947,0.568622887134552,-9.622895240783691,-0.2849099934101105
1481802695132,0.4034229815006256,-9.63187313079834,-0.5530605912208557
