,Unnamed: 0,timestamp,mx,my,mz,mAc
0,0.0,5000.0,-9.0,-26.27,-6.53,ACCURACY_VERYGOOD
1,1.0,5100.0,-9.0,-26.27,-6.53,ACCURACY_VERYGOOD
2,2.0,5200.0,-9.0,-26.27,-6.53,ACCURACY_VERYGOOD
3,3.0,5300.0,-9.0,-26.27,-6.53,ACCURACY_VERYGOOD
4,4.0,5400.0,-10.38,-26.45,2.75,ACCURACY_VERYGOOD
5,5.0,5500.0,-10.38,-26.45,2.75,ACCURACY_VERYGOOD
6,6.0,5600.0,-10.38,-26.45,2.75,ACCURACY_VERYGOOD
7,7.0,5700.0,-3.41,-29.76,6.0,ACCURACY_VERYGOOD
8,8.0,5800.0,-3.41,-29.76,6.0,ACCURACY_VERYGOOD
9,9.0,5900.0,2.15,-29.03,8.27,ACCURACY_VERYGOOD
10,10.0,6000.0,2.15,-29.03,8.27,ACCURACY_VERYGOOD
11,11.0,6100.0,2.15,-29.03,8.27,ACCURACY_VERYGOOD
12,12.0,6200.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
13,13.0,6300.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
14,14.0,6400.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
15,15.0,6500.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
16,16.0,6600.0,-8.93,-30.84,4.92,ACCURACY_VERYGOOD
17,17.0,6700.0,-8.93,-30.84,4.92,ACCURACY_VERYGOOD
18,18.0,6800.0,-9.59,-29.34,4.73,ACCURACY_VERYGOOD
19,19.0,6900.0,-9.59,-29.34,4.73,ACCURACY_VERYGOOD
20,10.0,6000.0,2.15,-29.03,8.27,ACCURACY_VERYGOOD
21,11.0,6100.0,2.15,-29.03,8.27,ACCURACY_VERYGOOD
22,12.0,6200.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
23,13.0,6300.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
24,14.0,6400.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
25,15.0,6500.0,2.15,-30.11,9.42,ACCURACY_VERYGOOD
26,16.0,6600.0,-8.93,-30.84,4.92,ACCURACY_VERYGOOD
27,17.0,6700.0,-8.93,-30.84,4.92,ACCURACY_VERYGOOD
28,18.0,6800.0,-9.59,-29.34,4.73,ACCURACY_VERYGOOD
29,19.0,6900.0,-9.59,-29.34,4.73,ACCURACY_VERYGOOD
30,20.0,7000.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
31,21.0,7100.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
32,22.0,7200.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
33,23.0,7300.0,-1.91,-29.21,13.31,ACCURACY_VERYGOOD
34,24.0,7400.0,-1.91,-29.21,13.31,ACCURACY_VERYGOOD
35,25.0,7500.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
36,26.0,7600.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
37,27.0,7700.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
38,28.0,7800.0,-13.07,-24.11,19.85,ACCURACY_VERYGOOD
39,29.0,7900.0,-13.07,-24.11,19.85,ACCURACY_VERYGOOD
40,20.0,7000.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
41,21.0,7100.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
42,22.0,7200.0,-7.55,-26.93,8.34,ACCURACY_VERYGOOD
43,23.0,7300.0,-1.91,-29.21,13.31,ACCURACY_VERYGOOD
44,24.0,7400.0,-1.91,-29.21,13.31,ACCURACY_VERYGOOD
45,25.0,7500.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
46,26.0,7600.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
47,27.0,7700.0,-4.73,-25.55,22.26,ACCURACY_VERYGOOD
48,28.0,7800.0,-13.07,-24.11,19.85,ACCURACY_VERYGOOD
49,29.0,7900.0,-13.07,-24.11,19.85,ACCURACY_VERYGOOD
50,30.0,8000.0,-25.55,-24.0,10.61,ACCURACY_VERYGOOD
51,31.0,8100.0,-25.55,-24.0,10.61,ACCURACY_VERYGOOD
52,32.0,8200.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
53,33.0,8300.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
54,34.0,8400.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
55,35.0,8500.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
56,36.0,8600.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
57,37.0,8700.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
58,38.0,8800.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
59,39.0,8900.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
60,30.0,8000.0,-25.55,-24.0,10.61,ACCURACY_VERYGOOD
61,31.0,8100.0,-25.55,-24.0,10.61,ACCURACY_VERYGOOD
62,32.0,8200.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
63,33.0,8300.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
64,34.0,8400.0,-29.63,-17.39,3.65,ACCURACY_VERYGOOD
65,35.0,8500.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
66,36.0,8600.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
67,37.0,8700.0,-24.0,-14.27,18.84,ACCURACY_VERYGOOD
68,38.0,8800.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
69,39.0,8900.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
70,40.0,9000.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
71,41.0,9100.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
72,42.0,9200.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
73,43.0,9300.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
74,44.0,9400.0,0.41,-15.0,27.84,ACCURACY_VERYGOOD
75,45.0,9500.0,0.41,-15.0,27.84,ACCURACY_VERYGOOD
76,46.0,9600.0,0.41,-15.0,27.84,ACCURACY_VERYGOOD
77,47.0,9700.0,-15.53,-10.26,28.61,ACCURACY_VERYGOOD
78,48.0,9800.0,-15.53,-10.26,28.61,ACCURACY_VERYGOOD
79,49.0,9900.0,-23.21,-1.97,25.61,ACCURACY_VERYGOOD
80,40.0,9000.0,-19.07,-11.57,26.09,ACCURACY_VERYGOOD
81,41.0,9100.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
82,42.0,9200.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
83,43.0,9300.0,-5.81,-16.13,28.85,ACCURACY_VERYGOOD
84,44.0,9400.0,0.41,-15.0,27.84,ACCURACY_VERYGOOD
