,Unnamed: 0,timestamp,pressure
0,0.0,5000.0,998.5700073242188
1,1.0,5100.0,998.5700073242188
2,2.0,5200.0,998.5700073242188
3,3.0,5300.0,998.5499877929688
4,4.0,5400.0,998.5499877929688
5,5.0,5500.0,998.5800170898438
6,6.0,5600.0,998.5399780273438
7,7.0,5700.0,998.5399780273438
8,8.0,5800.0,998.530029296875
9,9.0,5900.0,998.530029296875
10,5.0,5500.0,998.5800170898438
11,6.0,5600.0,998.5399780273438
12,7.0,5700.0,998.5399780273438
13,8.0,5800.0,998.530029296875
14,9.0,5900.0,998.530029296875
15,10.0,6000.0,998.5999755859376
16,11.0,6100.0,998.5999755859376
17,12.0,6200.0,998.5599975585938
18,13.0,6300.0,998.5599975585938
19,14.0,6400.0,998.5700073242188
20,10.0,6000.0,998.5999755859376
21,11.0,6100.0,998.5999755859376
22,12.0,6200.0,998.5599975585938
23,13.0,6300.0,998.5599975585938
24,14.0,6400.0,998.5700073242188
25,15.0,6500.0,998.52001953125
26,16.0,6600.0,998.52001953125
27,17.0,6700.0,998.530029296875
28,18.0,6800.0,998.530029296875
29,19.0,6900.0,998.5999755859376
30,15.0,6500.0,998.52001953125
31,16.0,6600.0,998.52001953125
32,17.0,6700.0,998.530029296875
33,18.0,6800.0,998.530029296875
34,19.0,6900.0,998.5999755859376
35,20.0,7000.0,998.5999755859376
36,21.0,7100.0,998.5599975585938
37,22.0,7200.0,998.5599975585938
38,23.0,7300.0,998.5499877929688
39,24.0,7400.0,998.5599975585938
40,20.0,7000.0,998.5999755859376
41,21.0,7100.0,998.5599975585938
42,22.0,7200.0,998.5599975585938
43,23.0,7300.0,998.5499877929688
44,24.0,7400.0,998.5599975585938
45,25.0,7500.0,998.5599975585938
46,26.0,7600.0,998.5800170898438
47,27.0,7700.0,998.5800170898438
48,28.0,7800.0,998.5800170898438
49,29.0,7900.0,998.5800170898438
50,25.0,7500.0,998.5599975585938
51,26.0,7600.0,998.5800170898438
52,27.0,7700.0,998.5800170898438
53,28.0,7800.0,998.5800170898438
54,29.0,7900.0,998.5800170898438
55,30.0,8000.0,998.5999755859376
56,31.0,8100.0,998.5999755859376
57,32.0,8200.0,998.5900268554688
58,33.0,8300.0,998.5399780273438
59,34.0,8400.0,998.5399780273438
60,30.0,8000.0,998.5999755859376
61,31.0,8100.0,998.5999755859376
62,32.0,8200.0,998.5900268554688
63,33.0,8300.0,998.5399780273438
64,34.0,8400.0,998.5399780273438
65,35.0,8500.0,998.5700073242188
66,36.0,8600.0,998.5700073242188
67,37.0,8700.0,998.5800170898438
68,38.0,8800.0,998.5800170898438
69,39.0,8900.0,998.5700073242188
70,35.0,8500.0,998.5700073242188
71,36.0,8600.0,998.5700073242188
72,37.0,8700.0,998.5800170898438
73,38.0,8800.0,998.5800170898438
74,39.0,8900.0,998.5700073242188
75,40.0,9000.0,998.5700073242188
76,41.0,9100.0,998.5499877929688
77,42.0,9200.0,998.5900268554688
78,43.0,9300.0,998.5900268554688
79,44.0,9400.0,998.5999755859376
80,40.0,9000.0,998.5700073242188
81,41.0,9100.0,998.5499877929688
82,42.0,9200.0,998.5900268554688
83,43.0,9300.0,998.5900268554688
84,44.0,9400.0,998.5999755859376
85,45.0,9500.0,998.5999755859376
86,46.0,9600.0,998.5599975585938
87,47.0,9700.0,998.5599975585938
88,48.0,9800.0,998.5800170898438
89,49.0,9900.0,998.5800170898438
90,45.0,9500.0,998.5999755859376
91,46.0,9600.0,998.5599975585938
92,47.0,9700.0,998.5599975585938
93,48.0,9800.0,998.5800170898438
