,timestamp,mx,my,mz,timestamp,gx,gy,gz,timestamp,pressure,timestamp,lax,lay,laz,timestamp,ax,ay,az,timestamp,grx,gry,grz
0,5000.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5000.0,0.033292155712842934,0.0061086523346602925,-0.07452555745840073,5000.0,998.22998046875,5000.0,0.08018207550048828,0.05043363571166992,-0.15996074676513672,5000.0,-8.97885513305664,-2.053626537322998,2.9508535861968994,5000.0,-9.059037208557127,-2.1040601730346684,3.110814332962036
1,5100.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5100.0,0.033292155712842934,0.0061086523346602925,-0.07452555745840073,5100.0,998.22998046875,5100.0,0.08018207550048828,0.05043363571166992,-0.15996074676513672,5100.0,-8.97885513305664,-2.053626537322998,2.9508535861968994,5100.0,-9.059037208557127,-2.1040601730346684,3.110814332962036
2,5200.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5200.0,0.033292155712842934,0.0061086523346602925,-0.07452555745840073,5200.0,998.22998046875,5200.0,0.08018207550048828,0.05043363571166992,-0.15996074676513672,5200.0,-8.97885513305664,-2.053626537322998,2.9508535861968994,5200.0,-9.059037208557127,-2.1040601730346684,3.110814332962036
3,5300.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5300.0,0.02229658141732216,-0.020769419148564342,-0.06811147183179855,5300.0,998.219970703125,5300.0,0.10442829132080078,0.026279926300048828,-0.11232638359069824,5300.0,-8.957306861877441,-2.078166961669922,2.9903578758239746,5300.0,-9.061735153198242,-2.1044468879699707,3.1026842594146733
4,5400.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5400.0,0.02229658141732216,-0.020769419148564342,-0.06811147183179855,5400.0,998.219970703125,5400.0,0.10442829132080078,0.026279926300048828,-0.11232638359069824,5400.0,-8.957306861877441,-2.078166961669922,2.9903578758239746,5400.0,-9.061735153198242,-2.1044468879699707,3.1026842594146733
5,5500.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5500.0,0.03390302136540413,0.010384709574282171,-0.07788532227277756,5500.0,998.2000122070312,5500.0,0.06061458587646485,0.05113053321838379,-0.13141345977783206,5500.0,-9.005789756774902,-2.0500352382659908,2.959831953048706,5500.0,-9.066404342651367,-2.101165771484375,3.091245412826538
6,5600.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5600.0,0.030543262138962742,-0.015882495790719986,-0.07391469180583954,5600.0,998.1599731445312,5600.0,0.09609222412109376,0.07178997993469237,-0.09148287773132324,5600.0,-8.973467826843262,-2.02429747581482,2.993949174880981,5600.0,-9.069560050964355,-2.096087455749512,3.0854320526123047
7,5700.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5700.0,0.030543262138962742,-0.015882495790719986,-0.07391469180583954,5700.0,998.1599731445312,5700.0,0.09609222412109376,0.07178997993469237,-0.09148287773132324,5700.0,-8.973467826843262,-2.02429747581482,2.993949174880981,5700.0,-9.069560050964355,-2.096087455749512,3.0854320526123047
8,5800.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5800.0,0.02932153269648552,-0.01160643994808197,-0.07666359096765518,5800.0,998.1099853515624,5800.0,0.0981912612915039,0.01926708221435547,-0.0799713134765625,5800.0,-8.972869873046875,-2.077568531036377,3.00053334236145,5800.0,-9.07106113433838,-2.0968356132507324,3.0805046558380127
9,5900.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,5900.0,0.02932153269648552,-0.01160643994808197,-0.07666359096765518,5900.0,998.1099853515624,5900.0,0.0981912612915039,0.01926708221435547,-0.0799713134765625,5900.0,-8.972869873046875,-2.077568531036377,3.00053334236145,5900.0,-9.07106113433838,-2.0968356132507324,3.0805046558380127
10,6000.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,6000.0,0.03115412779152393,-0.007024950347840786,-0.07513642311096191,6000.0,998.1199951171876,6000.0,0.06981945037841797,0.058774232864379876,-0.09389114379882812,6000.0,-9.004592895507812,-2.033874273300171,2.9795839786529537,6000.0,-9.07441234588623,-2.0926485061645512,3.0734751224517822
11,6100.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,6100.0,0.03115412779152393,-0.007024950347840786,-0.07513642311096191,6100.0,998.1199951171876,6100.0,0.06981945037841797,0.058774232864379876,-0.09389114379882812,6100.0,-9.004592895507812,-2.033874273300171,2.9795839786529537,6100.0,-9.07441234588623,-2.0926485061645512,3.0734751224517822
12,6200.0,-5.290999889373778,-15.194000244140625,-62.41699981689453,6200.0,0.03573561832308768,-0.013439035043120384,-0.0754418596625328,6200.0,998.1199951171876,6200.0,0.10826778411865234,0.031937837600708015,-0.07172417640686035,6200.0,-8.967482566833496,-2.060210466384888,2.9981391429901123,6200.0,-9.075750350952148,-2.092148303985596,3.0698633193969727
13,6300.0,-5.290999889373778,-15.194000244140625,-62.11199951171875,6300.0,0.03573561832308768,-0.013439035043120384,-0.0754418596625328,6300.0,998.1199951171876,6300.0,0.10826778411865234,0.031937837600708015,-0.07172417640686035,6300.0,-8.967482566833496,-2.060210466384888,2.9981391429901123,6300.0,-9.075750350952148,-2.092148303985596,3.0698633193969727
14,6400.0,-5.290999889373778,-15.194000244140625,-62.11199951171875,6400.0,0.02993239648640156,-0.014049900695681572,-0.07208210229873657,6400.0,998.1599731445312,6400.0,0.10239124298095703,0.024369001388549805,-0.07310318946838379,6400.0,-8.974664688110352,-2.0679917335510254,2.9927520751953125,6400.0,-9.077055931091307,-2.0923607349395748,3.0658552646636963
15,6500.0,-4.985000133514403,-15.194000244140625,-62.11199951171875,6500.0,0.02871066704392433,-0.010384709574282171,-0.07360926270484924,6500.0,998.1500244140624,6500.0,0.12114524841308595,0.032828569412231445,-0.04353904724121094,6500.0,-8.956110000610352,-2.0590133666992188,3.022081136703491,6500.0,-9.077255249023438,-2.0918419361114498,3.0656201839447017
16,6600.0,-4.985000133514403,-15.194000244140625,-62.11199951171875,6600.0,0.02871066704392433,-0.010384709574282171,-0.07360926270484924,6600.0,998.1500244140624,6600.0,0.12114524841308595,0.032828569412231445,-0.04353904724121094,6600.0,-8.956110000610352,-2.0590133666992188,3.022081136703491,6600.0,-9.077255249023438,-2.0918419361114498,3.0656201839447017
17,6700.0,-4.985000133514403,-15.194000244140625,-62.44300079345703,6700.0,0.03115412779152393,-0.014355333521962166,-0.07513642311096191,6700.0,998.1199951171876,6700.0,0.1014547348022461,0.04028892517089844,-0.07857131958007812,6700.0,-8.97765827178955,-2.0500352382659908,2.982576847076416,6700.0,-9.079113006591797,-2.0903241634368896,3.0611481666564937
18,6800.0,-4.985000133514403,-15.194000244140625,-62.44300079345703,6800.0,0.03115412779152393,-0.014355333521962166,-0.07513642311096191,6800.0,998.1199951171876,6800.0,0.1014547348022461,0.04028892517089844,-0.07857131958007812,6800.0,-8.97765827178955,-2.0500352382659908,2.982576847076416,6800.0,-9.079113006591797,-2.0903241634368896,3.0611481666564937
19,6900.0,-4.985000133514403,-15.194000244140625,-62.44300079345703,6900.0,0.02687807008624077,-0.017409659922122955,-0.07391469180583954,6900.0,998.0800170898438,6900.0,0.09470558166503906,0.02153968811035156,-0.08123898506164551,6900.0,-8.986037254333496,-2.0691888332366943,2.9747955799102783,6900.0,-9.080742835998537,-2.090728521347046,3.056034564971924
20,6000.0,-5.290999889373778,-15.194000244140625,-62.737998962402344,6000.0,0.03115412779152393,-0.007024950347840786,-0.07513642311096191,6000.0,998.1199951171876,6000.0,0.06981945037841797,0.058774232864379876,-0.09389114379882812,6000.0,-9.004592895507812,-2.033874273300171,2.9795839786529537,6000.0,-9.07441234588623,-2.0926485061645512,3.0734751224517822
