,Unnamed: 0,timestamp,mx,my,mz
0,0.0,5000.0,-14.859999656677244,-20.476999282836914,-38.43299865722656
1,1.0,5100.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
2,2.0,5200.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
3,3.0,5300.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
4,4.0,5400.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
5,5.0,5500.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
6,6.0,5600.0,-14.859999656677244,-20.476999282836914,-38.74800109863281
7,7.0,5700.0,-14.859999656677244,-20.77899932861328,-38.74800109863281
8,8.0,5800.0,-14.859999656677244,-20.77899932861328,-38.44200134277344
9,9.0,5900.0,-14.859999656677244,-20.77899932861328,-38.44200134277344
10,10.0,6000.0,-14.859999656677244,-20.77899932861328,-38.44200134277344
11,11.0,6100.0,-14.859999656677244,-20.77899932861328,-38.44200134277344
12,12.0,6200.0,-14.859999656677244,-20.77899932861328,-38.44200134277344
13,13.0,6300.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
14,14.0,6400.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
15,15.0,6500.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
16,16.0,6600.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
17,17.0,6700.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
18,18.0,6800.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
19,19.0,6900.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
20,20.0,7000.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
21,21.0,7100.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
22,22.0,7200.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
23,23.0,7300.0,-14.859999656677244,-20.476999282836914,-38.44200134277344
24,24.0,7400.0,-14.859999656677244,-20.476999282836914,-38.777000427246094
25,25.0,7500.0,-14.859999656677244,-20.476999282836914,-38.777000427246094
26,26.0,7600.0,-14.859999656677244,-20.476999282836914,-38.777000427246094
27,27.0,7700.0,-14.859999656677244,-20.476999282836914,-38.777000427246094
28,28.0,7800.0,-14.859999656677244,-20.476999282836914,-38.474998474121094
29,29.0,7900.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
30,30.0,8000.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
31,31.0,8100.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
32,32.0,8200.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
33,33.0,8300.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
34,34.0,8400.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
35,35.0,8500.0,-14.859999656677244,-20.780000686645508,-38.16799926757813
36,36.0,8600.0,-14.859999656677244,-20.780000686645508,-38.16799926757813
37,37.0,8700.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
38,38.0,8800.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
39,39.0,8900.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
40,40.0,9000.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
41,41.0,9100.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
42,42.0,9200.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
43,43.0,9300.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
44,44.0,9400.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
45,45.0,9500.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
46,46.0,9600.0,-14.859999656677244,-20.808000564575195,-38.17499923706055
47,47.0,9700.0,-14.859999656677244,-20.808000564575195,-38.17499923706055
48,48.0,9800.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
49,49.0,9900.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
50,50.0,10000.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
51,51.0,10100.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
52,52.0,10200.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
53,53.0,10300.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
54,54.0,10400.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
55,55.0,10500.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
56,56.0,10600.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
57,57.0,10700.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
58,58.0,10800.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
59,59.0,10900.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
60,30.0,8000.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
61,31.0,8100.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
62,32.0,8200.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
63,33.0,8300.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
64,34.0,8400.0,-14.859999656677244,-20.780000686645508,-38.474998474121094
65,35.0,8500.0,-14.859999656677244,-20.780000686645508,-38.16799926757813
66,36.0,8600.0,-14.859999656677244,-20.780000686645508,-38.16799926757813
67,37.0,8700.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
68,38.0,8800.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
69,39.0,8900.0,-14.859999656677244,-21.121999740600586,-38.16799926757813
70,40.0,9000.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
71,41.0,9100.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
72,42.0,9200.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
73,43.0,9300.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
74,44.0,9400.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
75,45.0,9500.0,-14.859999656677244,-21.121999740600586,-38.48199844360352
76,46.0,9600.0,-14.859999656677244,-20.808000564575195,-38.17499923706055
77,47.0,9700.0,-14.859999656677244,-20.808000564575195,-38.17499923706055
78,48.0,9800.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
79,49.0,9900.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
80,50.0,10000.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
81,51.0,10100.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
82,52.0,10200.0,-14.55500030517578,-20.808000564575195,-38.17499923706055
83,53.0,10300.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
84,54.0,10400.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
85,55.0,10500.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
86,56.0,10600.0,-14.871000289916992,-20.808000564575195,-38.17499923706055
87,57.0,10700.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
88,58.0,10800.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
89,59.0,10900.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
90,60.0,11000.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
91,61.0,11100.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
92,62.0,11200.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
93,63.0,11300.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
94,64.0,11400.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
95,65.0,11500.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
96,66.0,11600.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
97,67.0,11700.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
98,68.0,11800.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
99,69.0,11900.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
100,70.0,12000.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
101,71.0,12100.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
102,72.0,12200.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
103,73.0,12300.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
104,74.0,12400.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
105,75.0,12500.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
106,76.0,12600.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
107,77.0,12700.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
108,78.0,12800.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
109,79.0,12900.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
110,80.0,13000.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
111,81.0,13100.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
112,82.0,13200.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
113,83.0,13300.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
114,84.0,13400.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
115,85.0,13500.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
116,86.0,13600.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
117,87.0,13700.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
118,88.0,13800.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
119,89.0,13900.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
120,60.0,11000.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
121,61.0,11100.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
122,62.0,11200.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
123,63.0,11300.0,-14.871000289916992,-21.121999740600586,-38.17499923706055
124,64.0,11400.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
125,65.0,11500.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
126,66.0,11600.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
127,67.0,11700.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
128,68.0,11800.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
129,69.0,11900.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
130,70.0,12000.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
131,71.0,12100.0,-14.871000289916992,-21.121999740600586,-37.85499954223633
132,72.0,12200.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
133,73.0,12300.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
134,74.0,12400.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
135,75.0,12500.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
136,76.0,12600.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
137,77.0,12700.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
138,78.0,12800.0,-14.871000289916992,-20.816999435424805,-37.85499954223633
139,79.0,12900.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
140,80.0,13000.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
141,81.0,13100.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
142,82.0,13200.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
143,83.0,13300.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
144,84.0,13400.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
145,85.0,13500.0,-14.54699993133545,-20.816999435424805,-37.85499954223633
146,86.0,13600.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
147,87.0,13700.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
148,88.0,13800.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
149,89.0,13900.0,-14.54699993133545,-20.816999435424805,-38.18000030517578
150,90.0,14000.0,-14.54699993133545,-21.121000289916992,-37.875
151,91.0,14100.0,-14.54699993133545,-21.121000289916992,-37.875
152,92.0,14200.0,-14.220999717712402,-21.121000289916992,-37.875
153,93.0,14300.0,-14.220999717712402,-21.121000289916992,-37.875
154,94.0,14400.0,-14.220999717712402,-21.121000289916992,-38.19200134277344
155,95.0,14500.0,-14.529000282287598,-21.121000289916992,-38.19200134277344
156,96.0,14600.0,-14.529000282287598,-21.121000289916992,-38.19200134277344
157,97.0,14700.0,-14.529000282287598,-21.121000289916992,-38.19200134277344
158,98.0,14800.0,-14.529000282287598,-21.121000289916992,-37.88199996948242
159,99.0,14900.0,-14.529000282287598,-21.121000289916992,-37.88199996948242
160,100.0,15000.0,-14.529000282287598,-21.121000289916992,-37.88199996948242
161,101.0,15100.0,-14.529000282287598,-21.121000289916992,-37.88199996948242
162,102.0,15200.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
163,103.0,15300.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
164,104.0,15400.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
165,105.0,15500.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
166,106.0,15600.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
167,107.0,15700.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
168,108.0,15800.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
169,109.0,15900.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
170,110.0,16000.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
171,111.0,16100.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
172,112.0,16200.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
173,113.0,16300.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
174,114.0,16400.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
175,115.0,16500.0,-14.529000282287598,-21.42300033569336,-37.88199996948242
176,116.0,16600.0,-14.529000282287598,-21.42300033569336,-38.20100021362305
177,117.0,16700.0,-14.529000282287598,-21.42300033569336,-38.20100021362305
178,118.0,16800.0,-14.529000282287598,-21.42300033569336,-38.20100021362305
179,119.0,16900.0,-14.529000282287598,-21.42300033569336,-38.20100021362305
180,90.0,14000.0,-14.54699993133545,-21.121000289916992,-37.875
181,91.0,14100.0,-14.54699993133545,-21.121000289916992,-37.875
182,92.0,14200.0,-14.220999717712402,-21.121000289916992,-37.875
