,timestamp,mx,my,mz
0,5000.0,-26.40900039672852,-18.506999969482425,29.24099922180176
1,5100.0,-28.59600067138672,-20.410999298095703,27.631999969482425
2,5200.0,-35.00899887084961,-21.42300033569336,26.35000038146973
3,5300.0,-35.12400054931641,-23.340999603271484,25.332000732421875
4,5400.0,-32.266998291015625,-34.60499954223633,20.783000946044922
5,5500.0,-33.85599899291992,-29.95599937438965,23.70400047302246
6,5600.0,-35.569000244140625,-19.743000030517575,27.30400085449219
7,5700.0,-35.380001068115234,-17.370000839233402,28.26499938964844
8,5800.0,-36.000999450683594,-22.299999237060547,25.55500030517578
9,5900.0,-41.361000061035156,-19.95800018310547,24.167999267578125
10,6000.0,-39.084999084472656,-22.864999771118164,25.07399940490723
11,6100.0,-35.036998748779304,-33.42200088500977,23.190000534057614
12,6200.0,-37.59400177001953,-33.041000366210945,20.604999542236328
13,6300.0,-39.915000915527344,-22.402000427246094,25.83099937438965
14,6400.0,-46.749000549316406,-17.215999603271484,20.80500030517578
15,6500.0,-47.17499923706055,-18.08099937438965,19.090999603271484
16,6600.0,-50.04999923706055,-14.39799976348877,13.970000267028807
17,6700.0,-49.95100021362305,-16.731000900268555,13.03499984741211
18,6800.0,-49.5250015258789,-21.21199989318848,9.196000099182127
19,6900.0,-48.36700057983398,-30.37400054931641,2.11899995803833
20,7000.0,-49.1879997253418,-21.60099983215332,4.9780001640319815
21,7100.0,-49.53300094604492,-14.812999725341795,2.2790000438690186
22,7200.0,-48.73099899291992,-13.437999725341795,0.06700000166893005
23,7300.0,-48.73099899291992,-11.868000030517578,-8.184000015258789
24,7400.0,-46.4119987487793,-11.494000434875488,-16.000999450683597
25,7500.0,-42.84000015258789,-16.681999206542972,-18.67799949645996
26,7600.0,-41.2239990234375,-22.270999908447266,-18.82900047302246
27,7700.0,-39.77899932861328,-21.33300018310547,-20.690000534057614
28,7800.0,-39.6879997253418,-22.16699981689453,-20.343000411987305
29,7900.0,-38.516998291015625,-21.150999069213867,-21.78899955749512
30,8000.0,-37.7760009765625,-21.150999069213867,-23.416000366210934
31,8100.0,-36.04100036621094,-16.395000457763672,-27.86400032043457
32,8200.0,-36.07699966430664,-24.09900093078613,-27.3129997253418
33,8300.0,-35.749000549316406,-26.82099914550781,-27.3129997253418
34,8400.0,-34.812000274658196,-28.7810001373291,-29.733999252319336
35,8500.0,-39.935001373291016,-30.10700035095215,-27.145000457763672
36,8600.0,-40.78300094604492,-27.57399940490723,-26.28400039672852
37,8700.0,-39.74300003051758,-23.02700042724609,-26.26099967956543
38,8800.0,-38.25600051879883,-15.619999885559082,-27.966999053955078
39,8900.0,-37.915000915527344,-20.7549991607666,-24.7189998626709
40,9000.0,-34.340999603271484,-22.808000564575195,-24.27899932861328
41,9100.0,-31.13400077819824,-20.89900016784668,-25.26000022888184
42,9200.0,-30.67300033569336,-21.309999465942386,-22.21299934387207
43,9300.0,-29.69899940490723,-21.624000549316406,-21.339000701904297
44,9400.0,-30.441999435424805,-21.624000549316406,-19.527999877929688
45,9500.0,-30.117000579833984,-21.624000549316406,-20.062000274658203
46,9600.0,-31.67499923706055,-21.290000915527344,-20.0629997253418
47,9700.0,-33.03200149536133,-21.902999877929688,-16.606000900268555
48,9800.0,-33.03200149536133,-21.53700065612793,-17.544000625610348
49,9900.0,-33.68199920654297,-18.777999877929688,-13.869999885559082
50,10000.0,-34.428001403808594,-12.005000114440918,-9.579000473022461
51,10100.0,-34.428001403808594,-9.875,-11.581000328063965
52,10200.0,-33.580001831054695,-7.283999919891357,-14.31700038909912
53,10300.0,-28.81999969482422,-4.019000053405762,-15.817999839782715
54,10400.0,-29.170000076293945,-6.6459999084472665,-16.319000244140625
55,10500.0,-28.584999084472656,-11.055999755859377,-17.645999908447266
56,10600.0,-28.05299949645996,-14.914999961853027,-22.073999404907227
57,10700.0,-25.28899955749512,-21.937000274658203,-23.30299949645996
58,10800.0,-26.15299987792969,-26.26000022888184,-23.53000068664551
59,10900.0,-26.871999740600586,-25.18899917602539,-23.895000457763672
60,11000.0,-29.013999938964844,-24.31100082397461,-25.78499984741211
61,11100.0,-30.94300079345703,-28.215999603271484,-25.19599914550781
62,11200.0,-31.56100082397461,-29.691999435424805,-23.913000106811523
63,11300.0,-32.51599884033203,-29.32500076293945,-23.756999969482425
64,11400.0,-40.20199966430664,-26.76799964904785,-16.538999557495114
65,11500.0,-42.07899856567383,-19.5,-18.229000091552734
66,11600.0,-42.492000579833984,-15.86299991607666,-17.20400047302246
67,11700.0,-42.43999862670898,-10.118000030517578,-19.56999969482422
68,11800.0,-42.486000061035156,-8.883000373840332,-21.604000091552734
69,11900.0,-42.486000061035156,-13.545999526977539,-20.277000427246094
70,12000.0,-42.486000061035156,-11.690999984741213,-20.2810001373291
71,12100.0,-42.486000061035156,-7.547999858856201,-19.371000289916992
72,12200.0,-42.17300033569336,-1.9299999475479128,-22.888999938964844
73,12300.0,-40.66699981689453,-2.1860001087188716,-21.315000534057614
74,12400.0,-37.42300033569336,1.3580000400543213,-23.53199958801269
75,12500.0,-38.76100158691406,0.9350000023841858,-24.222999572753906
76,12600.0,-37.27199935913086,-2.5429999828338623,-27.07500076293945
77,12700.0,-37.766998291015625,-3.8340001106262207,-26.29800033569336
78,12800.0,-37.766998291015625,-3.964999914169312,-27.9060001373291
79,12900.0,-37.1150016784668,-3.8429999351501465,-32.740001678466804
80,13000.0,-34.977001190185554,-5.255000114440918,-35.03499984741211
81,13100.0,-29.29199981689453,0.061000000685453415,-37.525001525878906
82,13200.0,-28.71500015258789,3.122999906539917,-38.55400085449219
83,13300.0,-20.76499938964844,1.932999968528748,-42.65399932861328
84,13400.0,-26.707000732421875,5.043000221252441,-38.17699813842773
85,13500.0,-19.31999969482422,5.4670000076293945,-41.51399993896485
86,13600.0,-12.869000434875488,-0.8399999737739563,-48.93299865722656
87,13700.0,-6.421999931335449,-7.11299991607666,-51.50600051879883
88,13800.0,-0.20499999821186066,-0.7839999794960022,-49.02299880981445
89,13900.0,9.892999649047852,-0.4210000038146973,-46.22900009155274
90,14000.0,5.570000171661377,-3.111999988555908,-48.45700073242188
91,14100.0,5.252999782562256,1.508999943733215,-46.4119987487793
92,14200.0,7.640999794006348,2.624000072479248,-44.40999984741211
93,14300.0,7.744999885559082,-14.0649995803833,-47.31999969482422
94,14400.0,11.675999641418455,-21.42099952697754,-44.09700012207031
95,14500.0,9.892999649047852,-20.96199989318848,-43.742000579833984
96,14600.0,11.607000350952148,-21.200000762939453,-41.266998291015625
97,14700.0,12.972999572753904,-19.641000747680664,-39.22200012207031
98,14800.0,14.496999740600586,-15.685999870300293,-36.95299911499024
99,14900.0,12.657999992370605,-2.2790000438690186,-36.34400177001953
100,15000.0,11.331000328063965,-8.204000473022461,-37.00400161743164
101,15100.0,7.814000129699707,-15.26099967956543,-37.41699981689453
102,15200.0,6.414000034332275,-12.958999633789064,-39.26599884033203
103,15300.0,7.833000183105469,-8.756999969482424,-41.55400085449219
104,15400.0,16.12700080871582,-5.5320000648498535,-40.46699905395508
105,15500.0,13.406999588012695,-2.869999885559082,-43.79199981689453
106,15600.0,8.329000473022461,7.611999988555907,-43.553001403808594
107,15700.0,13.708000183105467,4.671999931335449,-43.742000579833984
108,15800.0,17.672000885009766,-10.272000312805176,-45.05599975585938
109,15900.0,21.516000747680664,-14.60099983215332,-43.41999816894531
