,Unnamed: 0,timestamp,mx,my,mz,mAc
0,0.0,5000.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
1,1.0,5100.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
2,2.0,5200.0,-25.68,1.55,-23.1,ACCURACY_VERYGOOD
3,17.0,6700.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
4,18.0,6800.0,-27.77,-0.83,-24.6,ACCURACY_VERYGOOD
5,19.0,6900.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
6,20.0,7000.0,-24.95,1.55,-23.1,ACCURACY_VERYGOOD
7,21.0,7100.0,-26.34,0.47,-24.18,ACCURACY_VERYGOOD
8,22.0,7200.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
9,23.0,7300.0,-25.68,-1.5,-24.84,ACCURACY_VERYGOOD
10,24.0,7400.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
11,2078.0,212800.0,-24.53,-4.31,-27.71,ACCURACY_VERYGOOD
12,2079.0,212900.0,-25.97,-5.03,-27.89,ACCURACY_VERYGOOD
13,2080.0,213000.0,-24.53,-4.13,-28.31,ACCURACY_VERYGOOD
14,2081.0,213100.0,-25.26,-4.79,-28.55,ACCURACY_VERYGOOD
15,2082.0,213200.0,-27.35,-5.46,-28.73,ACCURACY_VERYGOOD
16,2083.0,213300.0,-25.97,-4.98,-25.73,ACCURACY_VERYGOOD
17,39.0,8900.0,-25.68,-0.83,-26.76,ACCURACY_VERYGOOD
18,40.0,9000.0,-26.39,-0.41,-25.92,ACCURACY_VERYGOOD
19,41.0,9100.0,-25.73,0.11,-27.84,ACCURACY_VERYGOOD
20,24.0,7400.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
21,2078.0,212800.0,-24.53,-4.31,-27.71,ACCURACY_VERYGOOD
22,2079.0,212900.0,-25.97,-5.03,-27.89,ACCURACY_VERYGOOD
23,2080.0,213000.0,-24.53,-4.13,-28.31,ACCURACY_VERYGOOD
24,2081.0,213100.0,-25.26,-4.79,-28.55,ACCURACY_VERYGOOD
25,2082.0,213200.0,-27.35,-5.46,-28.73,ACCURACY_VERYGOOD
26,2083.0,213300.0,-25.97,-4.98,-25.73,ACCURACY_VERYGOOD
27,39.0,8900.0,-25.68,-0.83,-26.76,ACCURACY_VERYGOOD
28,40.0,9000.0,-26.39,-0.41,-25.92,ACCURACY_VERYGOOD
29,41.0,9100.0,-25.73,0.11,-27.84,ACCURACY_VERYGOOD
30,42.0,9200.0,-25.01,0.83,-27.65,ACCURACY_VERYGOOD
31,53.0,10300.0,-24.42,-0.65,-27.42,ACCURACY_VERYGOOD
32,54.0,10400.0,-26.51,-1.74,-26.39,ACCURACY_VERYGOOD
33,55.0,10500.0,-25.07,-1.5,-27.05,ACCURACY_VERYGOOD
34,56.0,10600.0,-23.69,-1.5,-29.15,ACCURACY_VERYGOOD
35,2105.0,215500.0,-27.29,-3.29,-28.73,ACCURACY_VERYGOOD
36,2106.0,215600.0,-27.29,1.07,-26.63,ACCURACY_VERYGOOD
37,2107.0,215700.0,-28.01,-2.15,-25.55,ACCURACY_VERYGOOD
38,2108.0,215800.0,-28.01,-1.43,-25.31,ACCURACY_VERYGOOD
39,2119.0,216900.0,-27.95,-7.79,-25.97,ACCURACY_VERYGOOD
40,42.0,9200.0,-25.01,0.83,-27.65,ACCURACY_VERYGOOD
41,53.0,10300.0,-24.42,-0.65,-27.42,ACCURACY_VERYGOOD
42,54.0,10400.0,-26.51,-1.74,-26.39,ACCURACY_VERYGOOD
43,55.0,10500.0,-25.07,-1.5,-27.05,ACCURACY_VERYGOOD
44,56.0,10600.0,-23.69,-1.5,-29.15,ACCURACY_VERYGOOD
45,2105.0,215500.0,-27.29,-3.29,-28.73,ACCURACY_VERYGOOD
46,2106.0,215600.0,-27.29,1.07,-26.63,ACCURACY_VERYGOOD
47,2107.0,215700.0,-28.01,-2.15,-25.55,ACCURACY_VERYGOOD
48,2108.0,215800.0,-28.01,-1.43,-25.31,ACCURACY_VERYGOOD
49,2119.0,216900.0,-27.95,-7.79,-25.97,ACCURACY_VERYGOOD
50,2120.0,217000.0,-27.95,-7.37,-27.23,ACCURACY_VERYGOOD
51,2121.0,217100.0,-26.57,-7.55,-26.63,ACCURACY_VERYGOOD
52,2122.0,217200.0,-25.85,-7.37,-27.23,ACCURACY_VERYGOOD
53,75.0,12500.0,-23.03,-2.7,-30.23,ACCURACY_VERYGOOD
54,76.0,12600.0,-20.93,-0.65,-29.57,ACCURACY_VERYGOOD
55,77.0,12700.0,-21.6,2.7,-31.31,ACCURACY_VERYGOOD
56,78.0,12800.0,-20.93,2.75,-29.15,ACCURACY_VERYGOOD
57,79.0,12900.0,-27.18,-0.17,-26.57,ACCURACY_VERYGOOD
58,80.0,13000.0,-25.73,-0.65,-29.57,ACCURACY_VERYGOOD
