,Unnamed: 0,timestamp,mx,my,mz,mAc
0,0.0,5000.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
1,1.0,5100.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
2,2.0,5200.0,-25.68,1.55,-23.1,ACCURACY_VERYGOOD
3,3.0,5300.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
4,4.0,5400.0,-27.77,-0.35,-23.76,ACCURACY_VERYGOOD
5,5.0,5500.0,-26.34,-0.35,-23.76,ACCURACY_VERYGOOD
6,6.0,5600.0,-27.05,0.05,-22.92,ACCURACY_VERYGOOD
7,7.0,5700.0,-24.23,-1.07,-24.0,ACCURACY_VERYGOOD
8,8.0,5800.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
9,9.0,5900.0,-26.34,-0.59,-23.15,ACCURACY_VERYGOOD
10,5.0,5500.0,-26.34,-0.35,-23.76,ACCURACY_VERYGOOD
11,6.0,5600.0,-27.05,0.05,-22.92,ACCURACY_VERYGOOD
12,7.0,5700.0,-24.23,-1.07,-24.0,ACCURACY_VERYGOOD
13,8.0,5800.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
14,9.0,5900.0,-26.34,-0.59,-23.15,ACCURACY_VERYGOOD
15,10.0,6000.0,-26.34,0.23,-23.51,ACCURACY_VERYGOOD
16,11.0,6100.0,-25.68,0.65,-24.84,ACCURACY_VERYGOOD
17,12.0,6200.0,-25.68,-0.17,-24.35,ACCURACY_VERYGOOD
18,13.0,6300.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
19,14.0,6400.0,-26.34,-2.09,-22.92,ACCURACY_VERYGOOD
20,10.0,6000.0,-26.34,0.23,-23.51,ACCURACY_VERYGOOD
21,11.0,6100.0,-25.68,0.65,-24.84,ACCURACY_VERYGOOD
22,12.0,6200.0,-25.68,-0.17,-24.35,ACCURACY_VERYGOOD
23,13.0,6300.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
24,14.0,6400.0,-26.34,-2.09,-22.92,ACCURACY_VERYGOOD
25,15.0,6500.0,-26.34,0.23,-23.51,ACCURACY_VERYGOOD
26,16.0,6600.0,-26.34,-1.25,-23.34,ACCURACY_VERYGOOD
27,17.0,6700.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
28,18.0,6800.0,-27.77,-0.83,-24.6,ACCURACY_VERYGOOD
29,19.0,6900.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
30,15.0,6500.0,-26.34,0.23,-23.51,ACCURACY_VERYGOOD
31,16.0,6600.0,-26.34,-1.25,-23.34,ACCURACY_VERYGOOD
32,17.0,6700.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
33,18.0,6800.0,-27.77,-0.83,-24.6,ACCURACY_VERYGOOD
34,19.0,6900.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
35,20.0,7000.0,-24.95,1.55,-23.1,ACCURACY_VERYGOOD
36,21.0,7100.0,-26.34,0.47,-24.18,ACCURACY_VERYGOOD
37,22.0,7200.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
38,23.0,7300.0,-25.68,-1.5,-24.84,ACCURACY_VERYGOOD
39,24.0,7400.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
40,20.0,7000.0,-24.95,1.55,-23.1,ACCURACY_VERYGOOD
41,21.0,7100.0,-26.34,0.47,-24.18,ACCURACY_VERYGOOD
42,22.0,7200.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
43,23.0,7300.0,-25.68,-1.5,-24.84,ACCURACY_VERYGOOD
44,24.0,7400.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
45,25.0,7500.0,-25.68,-1.67,-24.18,ACCURACY_VERYGOOD
46,26.0,7600.0,-24.95,-0.65,-25.31,ACCURACY_VERYGOOD
47,27.0,7700.0,-27.77,-2.15,-25.01,ACCURACY_VERYGOOD
48,28.0,7800.0,-26.34,-0.35,-23.76,ACCURACY_VERYGOOD
49,29.0,7900.0,-25.68,-1.55,-27.0,ACCURACY_VERYGOOD
50,25.0,7500.0,-25.68,-1.67,-24.18,ACCURACY_VERYGOOD
51,26.0,7600.0,-24.95,-0.65,-25.31,ACCURACY_VERYGOOD
52,27.0,7700.0,-27.77,-2.15,-25.01,ACCURACY_VERYGOOD
53,28.0,7800.0,-26.34,-0.35,-23.76,ACCURACY_VERYGOOD
54,29.0,7900.0,-25.68,-1.55,-27.0,ACCURACY_VERYGOOD
55,30.0,8000.0,-24.95,-1.07,-26.09,ACCURACY_VERYGOOD
56,31.0,8100.0,-24.95,-0.65,-25.31,ACCURACY_VERYGOOD
57,32.0,8200.0,-25.68,0.65,-24.84,ACCURACY_VERYGOOD
58,33.0,8300.0,-24.95,-0.23,-26.57,ACCURACY_VERYGOOD
59,34.0,8400.0,-24.95,0.17,-25.68,ACCURACY_VERYGOOD
