,Unnamed: 0,timestamp,uv
0,0.0,5000.0,0.0
1,1.0,5100.0,0.0
2,2.0,5200.0,0.0
3,17.0,6700.0,0.11
4,18.0,6800.0,0.11
5,19.0,6900.0,0.0
6,20.0,7000.0,0.0
7,21.0,7100.0,0.11
8,22.0,7200.0,0.0
9,23.0,7300.0,0.0
10,24.0,7400.0,0.0
11,2078.0,212800.0,0.05
12,2079.0,212900.0,0.0
13,2080.0,213000.0,0.05
14,2081.0,213100.0,0.0
15,2082.0,213200.0,0.0
16,2083.0,213300.0,0.0
17,39.0,8900.0,0.11
18,40.0,9000.0,0.0
19,41.0,9100.0,0.0
20,24.0,7400.0,0.0
21,2078.0,212800.0,0.05
22,2079.0,212900.0,0.0
23,2080.0,213000.0,0.05
24,2081.0,213100.0,0.0
25,2082.0,213200.0,0.0
26,2083.0,213300.0,0.0
27,39.0,8900.0,0.11
28,40.0,9000.0,0.0
29,41.0,9100.0,0.0
30,42.0,9200.0,0.0
31,53.0,10300.0,0.11
32,54.0,10400.0,0.0
33,55.0,10500.0,0.0
34,56.0,10600.0,0.0
35,2105.0,215500.0,0.05
36,2106.0,215600.0,0.0
37,2107.0,215700.0,0.0
38,2108.0,215800.0,0.0
39,2119.0,216900.0,0.05
40,42.0,9200.0,0.0
41,53.0,10300.0,0.11
42,54.0,10400.0,0.0
43,55.0,10500.0,0.0
44,56.0,10600.0,0.0
45,2105.0,215500.0,0.05
46,2106.0,215600.0,0.0
47,2107.0,215700.0,0.0
48,2108.0,215800.0,0.0
49,2119.0,216900.0,0.05
50,2120.0,217000.0,0.0
51,2121.0,217100.0,0.0
52,2122.0,217200.0,0.0
53,75.0,12500.0,0.11
54,76.0,12600.0,0.0
55,77.0,12700.0,0.0
56,78.0,12800.0,0.0
57,79.0,12900.0,0.0
58,80.0,13000.0,0.0
59,81.0,13100.0,0.05
60,2120.0,217000.0,0.0
61,2121.0,217100.0,0.0
62,2122.0,217200.0,0.0
63,75.0,12500.0,0.11
64,76.0,12600.0,0.0
65,77.0,12700.0,0.0
66,78.0,12800.0,0.0
67,79.0,12900.0,0.0
68,80.0,13000.0,0.0
69,81.0,13100.0,0.05
70,82.0,13200.0,0.05
71,83.0,13300.0,0.0
72,84.0,13400.0,0.0
73,85.0,13500.0,0.0
74,2125.0,217500.0,0.0
75,2126.0,217600.0,0.0
76,2127.0,217700.0,0.05
77,2128.0,217800.0,0.0
78,2129.0,217900.0,0.0
79,2130.0,218000.0,0.0
80,82.0,13200.0,0.05
81,83.0,13300.0,0.0
82,84.0,13400.0,0.0
83,85.0,13500.0,0.0
84,2125.0,217500.0,0.0
85,2126.0,217600.0,0.0
86,2127.0,217700.0,0.05
87,2128.0,217800.0,0.0
88,2129.0,217900.0,0.0
89,2130.0,218000.0,0.0
90,110.0,16000.0,0.11
91,111.0,16100.0,0.0
92,112.0,16200.0,0.0
93,113.0,16300.0,0.0
94,2170.0,222000.0,0.05
95,2171.0,222100.0,0.0
96,2172.0,222200.0,0.0
97,2173.0,222300.0,0.0
98,132.0,18200.0,0.05
99,133.0,18300.0,0.0
100,110.0,16000.0,0.11
101,111.0,16100.0,0.0
102,112.0,16200.0,0.0
103,113.0,16300.0,0.0
104,2170.0,222000.0,0.05
105,2171.0,222100.0,0.0
106,2172.0,222200.0,0.0
107,2173.0,222300.0,0.0
108,132.0,18200.0,0.05
109,133.0,18300.0,0.0
110,134.0,18400.0,0.0
111,135.0,18500.0,0.0
112,136.0,18600.0,0.0
113,137.0,18700.0,0.0
114,138.0,18800.0,0.0
115,139.0,18900.0,0.0
116,140.0,19000.0,0.05
117,141.0,19100.0,0.0
118,142.0,19200.0,0.0
119,143.0,19300.0,0.0
120,134.0,18400.0,0.0
121,135.0,18500.0,0.0
122,136.0,18600.0,0.0
123,137.0,18700.0,0.0
124,138.0,18800.0,0.0
125,139.0,18900.0,0.0
126,140.0,19000.0,0.05
127,141.0,19100.0,0.0
128,142.0,19200.0,0.0
129,143.0,19300.0,0.0
130,167.0,21700.0,0.11
131,168.0,21800.0,0.0
132,169.0,21900.0,0.05
133,170.0,22000.0,0.0
134,171.0,22100.0,0.0
135,172.0,22200.0,0.0
136,2224.0,227400.0,0.11
137,2225.0,227500.0,0.0
138,2226.0,227600.0,0.0
139,2227.0,227700.0,0.0
140,167.0,21700.0,0.11
141,168.0,21800.0,0.0
142,169.0,21900.0,0.05
143,170.0,22000.0,0.0
144,171.0,22100.0,0.0
145,172.0,22200.0,0.0
146,2224.0,227400.0,0.11
147,2225.0,227500.0,0.0
148,2226.0,227600.0,0.0
149,2227.0,227700.0,0.0
150,2253.0,230300.0,0.05
151,2254.0,230400.0,0.0
152,2255.0,230500.0,0.0
153,2256.0,230600.0,0.0
154,2284.0,233400.0,0.05
155,2285.0,233500.0,0.0
156,2286.0,233600.0,0.0
157,239.0,28900.0,0.11
158,240.0,29000.0,0.0
159,241.0,29100.0,0.0
160,2253.0,230300.0,0.05
161,2254.0,230400.0,0.0
162,2255.0,230500.0,0.0
163,2256.0,230600.0,0.0
164,2284.0,233400.0,0.05
165,2285.0,233500.0,0.0
166,2286.0,233600.0,0.0
167,239.0,28900.0,0.11
168,240.0,29000.0,0.0
169,241.0,29100.0,0.0
170,242.0,29200.0,0.0
171,2287.0,233700.0,0.0
172,260.0,31000.0,0.05
173,261.0,31100.0,0.0
174,262.0,31200.0,0.0
175,263.0,31300.0,0.0
176,303.0,35300.0,0.05
177,304.0,35400.0,0.0
178,305.0,35500.0,0.0
179,306.0,35600.0,0.0
180,242.0,29200.0,0.0
181,2287.0,233700.0,0.0
182,260.0,31000.0,0.05
183,261.0,31100.0,0.0
184,262.0,31200.0,0.0
185,263.0,31300.0,0.0
186,303.0,35300.0,0.05
187,304.0,35400.0,0.0
188,305.0,35500.0,0.0
189,306.0,35600.0,0.0
190,322.0,37200.0,0.11
191,323.0,37300.0,0.0
192,324.0,37400.0,0.0
193,325.0,37500.0,0.0
194,2383.0,243300.0,0.11
195,2384.0,243400.0,0.0
196,2385.0,243500.0,0.0
197,2386.0,243600.0,0.0
198,2387.0,243700.0,0.0
199,2388.0,243800.0,0.0
200,322.0,37200.0,0.11
201,323.0,37300.0,0.0
202,324.0,37400.0,0.0
203,325.0,37500.0,0.0
204,2383.0,243300.0,0.11
205,2384.0,243400.0,0.0
206,2385.0,243500.0,0.0
207,2386.0,243600.0,0.0
208,2387.0,243700.0,0.0
209,2388.0,243800.0,0.0
210,2389.0,243900.0,0.0
211,2390.0,244000.0,0.0
212,2391.0,244100.0,0.0
213,2392.0,244200.0,0.0
214,2393.0,244300.0,0.05
215,346.0,39600.0,0.11
216,347.0,39700.0,0.0
217,348.0,39800.0,0.0
218,349.0,39900.0,0.0
219,2394.0,244400.0,0.0
220,2389.0,243900.0,0.0
221,2390.0,244000.0,0.0
222,2391.0,244100.0,0.0
223,2392.0,244200.0,0.0
224,2393.0,244300.0,0.05
225,346.0,39600.0,0.11
226,347.0,39700.0,0.0
227,348.0,39800.0,0.0
228,349.0,39900.0,0.0
229,2394.0,244400.0,0.0
230,2395.0,244500.0,0.0
231,2396.0,244600.0,0.0
232,375.0,42500.0,0.05
233,376.0,42600.0,0.0
234,377.0,42700.0,0.0
235,378.0,42800.0,0.0
236,2431.0,248100.0,0.05
237,2432.0,248200.0,0.05
238,2433.0,248300.0,0.0
239,2434.0,248400.0,0.0
240,2395.0,244500.0,0.0
241,2396.0,244600.0,0.0
242,375.0,42500.0,0.05
243,376.0,42600.0,0.0
244,377.0,42700.0,0.0
245,378.0,42800.0,0.0
246,2431.0,248100.0,0.05
247,2432.0,248200.0,0.05
248,2433.0,248300.0,0.0
249,2434.0,248400.0,0.0
250,2435.0,248500.0,0.0
251,400.0,45000.0,0.05
252,401.0,45100.0,0.0
253,402.0,45200.0,0.0
254,403.0,45300.0,0.0
255,437.0,48700.0,0.05
256,438.0,48800.0,0.0
257,439.0,48900.0,0.0
258,440.0,49000.0,0.0
