,Unnamed: 0,timestamp,ax,ay,az
0,0.0,5000.0,-11.11705493927002,-0.7657032012939453,-4.838287353515625
1,1.0,5100.0,-11.11705493927002,-0.7657032012939453,-4.838287353515625
2,2.0,5200.0,-11.11705493927002,-0.7657032012939453,-4.838287353515625
3,3.0,5300.0,-11.11705493927002,-0.7657032012939453,-4.838287353515625
4,4.0,5400.0,-7.915457248687744,-0.5168496966362001,-7.721638679504394
5,5.0,5500.0,-7.915457248687744,-0.5168496966362001,-7.721638679504394
6,6.0,5600.0,-7.915457248687744,-0.5168496966362001,-7.721638679504394
7,7.0,5700.0,-11.27019500732422,-2.2229323387146,-0.7106683850288391
8,8.0,5800.0,-11.27019500732422,-2.2229323387146,-0.7106683850288391
9,9.0,5900.0,-12.75853157043457,0.10289137810468674,-2.2205395698547363
10,10.0,6000.0,-12.75853157043457,0.10289137810468674,-2.2205395698547363
11,11.0,6100.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
12,12.0,6200.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
13,13.0,6300.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
14,14.0,6400.0,-17.276178359985348,2.902493953704834,4.721039295196533
15,15.0,6500.0,-17.276178359985348,2.902493953704834,4.721039295196533
16,16.0,6600.0,-16.02712631225586,3.926621913909912,5.302494525909424
17,17.0,6700.0,-16.02712631225586,3.926621913909912,5.302494525909424
18,18.0,6800.0,-17.094324111938473,2.0673987865448,2.9048867225646973
19,19.0,6900.0,-17.094324111938473,2.0673987865448,2.9048867225646973
20,10.0,6000.0,-12.75853157043457,0.10289137810468674,-2.2205395698547363
21,11.0,6100.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
22,12.0,6200.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
23,13.0,6300.0,-13.60080337524414,1.3950155973434448,2.0171494483947754
24,14.0,6400.0,-17.276178359985348,2.902493953704834,4.721039295196533
25,15.0,6500.0,-17.276178359985348,2.902493953704834,4.721039295196533
26,16.0,6600.0,-16.02712631225586,3.926621913909912,5.302494525909424
27,17.0,6700.0,-16.02712631225586,3.926621913909912,5.302494525909424
28,18.0,6800.0,-17.094324111938473,2.0673987865448,2.9048867225646973
29,19.0,6900.0,-17.094324111938473,2.0673987865448,2.9048867225646973
30,20.0,7000.0,-17.094324111938473,2.0673987865448,2.9048867225646973
31,21.0,7100.0,-16.50568962097168,1.741974949836731,0.10289137810468674
32,22.0,7200.0,-16.50568962097168,1.741974949836731,0.10289137810468674
33,23.0,7300.0,-7.436892509460449,2.770888566970825,-4.175475597381592
34,24.0,7400.0,-7.436892509460449,2.770888566970825,-4.175475597381592
35,25.0,7500.0,-9.437292098999023,2.4670000076293945,-4.524827480316162
36,26.0,7600.0,-9.437292098999023,2.4670000076293945,-4.524827480316162
37,27.0,7700.0,-5.982056617736816,3.610769510269165,-5.271388053894043
38,28.0,7800.0,-5.982056617736816,3.610769510269165,-5.271388053894043
39,29.0,7900.0,-5.982056617736816,3.610769510269165,-5.271388053894043
40,20.0,7000.0,-17.094324111938473,2.0673987865448,2.9048867225646973
41,21.0,7100.0,-16.50568962097168,1.741974949836731,0.10289137810468674
42,22.0,7200.0,-16.50568962097168,1.741974949836731,0.10289137810468674
43,23.0,7300.0,-7.436892509460449,2.770888566970825,-4.175475597381592
44,24.0,7400.0,-7.436892509460449,2.770888566970825,-4.175475597381592
45,25.0,7500.0,-9.437292098999023,2.4670000076293945,-4.524827480316162
46,26.0,7600.0,-9.437292098999023,2.4670000076293945,-4.524827480316162
47,27.0,7700.0,-5.982056617736816,3.610769510269165,-5.271388053894043
48,28.0,7800.0,-5.982056617736816,3.610769510269165,-5.271388053894043
49,29.0,7900.0,-5.982056617736816,3.610769510269165,-5.271388053894043
50,30.0,8000.0,-9.241080284118652,2.5124638080596924,-4.711467742919922
51,31.0,8100.0,-9.241080284118652,2.5124638080596924,-4.711467742919922
52,32.0,8200.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
53,33.0,8300.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
54,34.0,8400.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
55,35.0,8500.0,-3.1250264644622803,3.0101709365844727,-5.900700569152832
56,36.0,8600.0,-3.1250264644622803,3.0101709365844727,-5.900700569152832
57,37.0,8700.0,-2.3545374870300293,3.1250264644622803,-5.927021503448486
58,38.0,8800.0,-2.3545374870300293,3.1250264644622803,-5.927021503448486
59,39.0,8900.0,-3.5605196952819824,3.5700912475585938,-6.235695838928223
60,30.0,8000.0,-9.241080284118652,2.5124638080596924,-4.711467742919922
61,31.0,8100.0,-9.241080284118652,2.5124638080596924,-4.711467742919922
62,32.0,8200.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
63,33.0,8300.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
64,34.0,8400.0,-7.350750923156737,3.3236305713653564,-4.59421968460083
65,35.0,8500.0,-3.1250264644622803,3.0101709365844727,-5.900700569152832
66,36.0,8600.0,-3.1250264644622803,3.0101709365844727,-5.900700569152832
67,37.0,8700.0,-2.3545374870300293,3.1250264644622803,-5.927021503448486
68,38.0,8800.0,-2.3545374870300293,3.1250264644622803,-5.927021503448486
69,39.0,8900.0,-3.5605196952819824,3.5700912475585938,-6.235695838928223
70,40.0,9000.0,-3.5605196952819824,3.5700912475585938,-6.235695838928223
71,41.0,9100.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
72,42.0,9200.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
73,43.0,9300.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
74,44.0,9400.0,-2.5124638080596924,3.464807271957397,-6.994220733642577
75,45.0,9500.0,-2.5124638080596924,3.464807271957397,-6.994220733642577
76,46.0,9600.0,-3.2781667709350586,3.802195072174072,-6.900900363922119
77,47.0,9700.0,-3.2781667709350586,3.802195072174072,-6.900900363922119
78,48.0,9800.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
79,49.0,9900.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
80,40.0,9000.0,-3.5605196952819824,3.5700912475585938,-6.235695838928223
81,41.0,9100.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
82,42.0,9200.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
83,43.0,9300.0,-2.0961124897003174,1.5601203441619873,-7.884350299835205
84,44.0,9400.0,-2.5124638080596924,3.464807271957397,-6.994220733642577
85,45.0,9500.0,-2.5124638080596924,3.464807271957397,-6.994220733642577
86,46.0,9600.0,-3.2781667709350586,3.802195072174072,-6.900900363922119
87,47.0,9700.0,-3.2781667709350586,3.802195072174072,-6.900900363922119
88,48.0,9800.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
89,49.0,9900.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
90,50.0,10000.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
91,51.0,10100.0,-7.494320392608643,0.7345964908599854,-4.058227062225342
92,52.0,10200.0,-7.494320392608643,0.7345964908599854,-4.058227062225342
93,53.0,10300.0,-9.475577354431152,0.861416220664978,-4.599005222320557
94,54.0,10400.0,-9.475577354431152,0.861416220664978,-4.599005222320557
95,55.0,10500.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
96,56.0,10600.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
97,57.0,10700.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
98,58.0,10800.0,-12.44267749786377,3.1537401676177983,-1.6390833854675293
99,59.0,10900.0,-12.44267749786377,3.1537401676177983,-1.6390833854675293
100,50.0,10000.0,-7.5326056480407715,2.1990041732788086,-4.895715236663818
101,51.0,10100.0,-7.494320392608643,0.7345964908599854,-4.058227062225342
102,52.0,10200.0,-7.494320392608643,0.7345964908599854,-4.058227062225342
103,53.0,10300.0,-9.475577354431152,0.861416220664978,-4.599005222320557
104,54.0,10400.0,-9.475577354431152,0.861416220664978,-4.599005222320557
105,55.0,10500.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
106,56.0,10600.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
107,57.0,10700.0,-12.739388465881348,2.6153552532196045,0.11964112520217896
108,58.0,10800.0,-12.44267749786377,3.1537401676177983,-1.6390833854675293
109,59.0,10900.0,-12.44267749786377,3.1537401676177983,-1.6390833854675293
110,60.0,11000.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
111,61.0,11100.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
112,62.0,11200.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
113,63.0,11300.0,-6.65204668045044,2.2396819591522217,-5.410171985626222
114,64.0,11400.0,-6.65204668045044,2.2396819591522217,-5.410171985626222
115,65.0,11500.0,-9.332008361816406,1.4548362493515017,-3.768695831298828
116,66.0,11600.0,-9.332008361816406,1.4548362493515017,-3.768695831298828
117,67.0,11700.0,-13.107882499694824,3.488735675811768,-0.9475577473640442
118,68.0,11800.0,-13.107882499694824,3.488735675811768,-0.9475577473640442
119,69.0,11900.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
120,60.0,11000.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
121,61.0,11100.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
122,62.0,11200.0,-14.170295715332033,2.6153552532196045,-2.194218397140504
123,63.0,11300.0,-6.65204668045044,2.2396819591522217,-5.410171985626222
124,64.0,11400.0,-6.65204668045044,2.2396819591522217,-5.410171985626222
125,65.0,11500.0,-9.332008361816406,1.4548362493515017,-3.768695831298828
126,66.0,11600.0,-9.332008361816406,1.4548362493515017,-3.768695831298828
127,67.0,11700.0,-13.107882499694824,3.488735675811768,-0.9475577473640442
128,68.0,11800.0,-13.107882499694824,3.488735675811768,-0.9475577473640442
129,69.0,11900.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
130,70.0,12000.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
131,71.0,12100.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
132,72.0,12200.0,-14.467005729675293,4.072584152221681,-1.0145567655563354
133,73.0,12300.0,-14.467005729675293,4.072584152221681,-1.0145567655563354
134,74.0,12400.0,-15.089139938354492,4.989035129547119,-0.02153540588915348
135,75.0,12500.0,-15.089139938354492,4.989035129547119,-0.02153540588915348
136,76.0,12600.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
137,77.0,12700.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
138,78.0,12800.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
139,79.0,12900.0,-9.81535816192627,4.6995038986206055,-4.137190341949463
140,70.0,12000.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
141,71.0,12100.0,-12.323036193847654,4.6923251152038565,-1.6342979669570925
142,72.0,12200.0,-14.467005729675293,4.072584152221681,-1.0145567655563354
143,73.0,12300.0,-14.467005729675293,4.072584152221681,-1.0145567655563354
144,74.0,12400.0,-15.089139938354492,4.989035129547119,-0.02153540588915348
145,75.0,12500.0,-15.089139938354492,4.989035129547119,-0.02153540588915348
146,76.0,12600.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
147,77.0,12700.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
148,78.0,12800.0,-9.083154678344727,3.3212375640869136,-4.831109046936035
149,79.0,12900.0,-9.81535816192627,4.6995038986206055,-4.137190341949463
150,80.0,13000.0,-9.81535816192627,4.6995038986206055,-4.137190341949463
151,81.0,13100.0,-15.567703247070312,4.201796531677246,-0.2321037948131561
152,82.0,13200.0,-15.567703247070312,4.201796531677246,-0.2321037948131561
153,83.0,13300.0,-14.294722557067873,3.28773832321167,-1.495514154434204
154,84.0,13400.0,-14.294722557067873,3.28773832321167,-1.495514154434204
155,85.0,13500.0,-14.294722557067873,3.28773832321167,-1.495514154434204
156,86.0,13600.0,-13.825729370117188,4.067798614501953,-1.9884356260299685
157,87.0,13700.0,-13.825729370117188,4.067798614501953,-1.9884356260299685
158,88.0,13800.0,-13.902298927307127,4.130012035369873,-1.191625714302063
159,89.0,13900.0,-13.902298927307127,4.130012035369873,-1.191625714302063
160,80.0,13000.0,-9.81535816192627,4.6995038986206055,-4.137190341949463
161,81.0,13100.0,-15.567703247070312,4.201796531677246,-0.2321037948131561
162,82.0,13200.0,-15.567703247070312,4.201796531677246,-0.2321037948131561
163,83.0,13300.0,-14.294722557067873,3.28773832321167,-1.495514154434204
164,84.0,13400.0,-14.294722557067873,3.28773832321167,-1.495514154434204
165,85.0,13500.0,-14.294722557067873,3.28773832321167,-1.495514154434204
166,86.0,13600.0,-13.825729370117188,4.067798614501953,-1.9884356260299685
167,87.0,13700.0,-13.825729370117188,4.067798614501953,-1.9884356260299685
168,88.0,13800.0,-13.902298927307127,4.130012035369873,-1.191625714302063
169,89.0,13900.0,-13.902298927307127,4.130012035369873,-1.191625714302063
170,90.0,14000.0,-13.902298927307127,4.130012035369873,-1.191625714302063
171,91.0,14100.0,-5.608776092529297,4.962714195251465,-4.091726779937743
172,92.0,14200.0,-5.608776092529297,4.962714195251465,-4.091726779937743
173,93.0,14300.0,-8.671588897705076,2.502892255783081,-3.4121649265289307
174,94.0,14400.0,-8.671588897705076,2.502892255783081,-3.4121649265289307
175,95.0,14500.0,-19.128223419189453,3.0652055740356445,2.715853452682495
176,96.0,14600.0,-19.128223419189453,3.0652055740356445,2.715853452682495
177,97.0,14700.0,-16.232908248901367,5.91505765914917,7.034898281097412
178,98.0,14800.0,-16.232908248901367,5.91505765914917,7.034898281097412
179,99.0,14900.0,-16.232908248901367,5.91505765914917,7.034898281097412
180,90.0,14000.0,-13.902298927307127,4.130012035369873,-1.191625714302063
181,91.0,14100.0,-5.608776092529297,4.962714195251465,-4.091726779937743
182,92.0,14200.0,-5.608776092529297,4.962714195251465,-4.091726779937743
183,93.0,14300.0,-8.671588897705076,2.502892255783081,-3.4121649265289307
184,94.0,14400.0,-8.671588897705076,2.502892255783081,-3.4121649265289307
185,95.0,14500.0,-19.128223419189453,3.0652055740356445,2.715853452682495
186,96.0,14600.0,-19.128223419189453,3.0652055740356445,2.715853452682495
187,97.0,14700.0,-16.232908248901367,5.91505765914917,7.034898281097412
188,98.0,14800.0,-16.232908248901367,5.91505765914917,7.034898281097412
189,99.0,14900.0,-16.232908248901367,5.91505765914917,7.034898281097412
190,100.0,15000.0,-8.484949111938478,3.129812002182007,-1.950150489807129
191,101.0,15100.0,-8.484949111938478,3.129812002182007,-1.950150489807129
192,102.0,15200.0,-3.9912283420562735,2.926422357559204,-6.711867332458496
193,103.0,15300.0,-3.9912283420562735,2.926422357559204,-6.711867332458496
194,104.0,15400.0,-12.370892524719238,3.902693748474121,0.3110669553279877
