timestamp,mx,my,mz
1481088199460,-127.40699768066406,47.25699996948242,46.15700149536133
1481088199478,-127.76300048828125,47.25699996948242,44.74300003051758
1481088199497,-127.76300048828125,47.25699996948242,44.417999267578125
1481088199518,-127.76300048828125,47.67399978637695,44.95000076293945
1481088199538,-127.45899963378906,47.20899963378906,44.95000076293945
1481088199558,-127.45899963378906,46.900001525878906,45.564998626708984
1481088199581,-127.45899963378906,46.900001525878906,46.0890007019043
1481088199598,-128.3699951171875,46.50199890136719,44.40700149536133
1481088199618,-127.71600341796875,46.50199890136719,46.90800094604492
1481088199639,-128.54299926757813,46.50199890136719,45.64899826049805
1481088199658,-129.35400390625,45.75,46.00600051879883
1481088199678,-129.0229949951172,45.75,47.4119987487793
1481088199698,-130.1750030517578,45.334999084472656,45.457000732421875
1481088199719,-130.95799255371094,44.06100082397461,48.854000091552734
1481088199738,-130.45599365234375,44.38600158691406,48.314998626708984
1481088199761,-131.46299743652344,43.84700012207031,48.68600082397461
1481088199783,-131.13400268554688,43.84700012207031,50.28799819946289
1481088199798,-132.06900024414063,43.42599868774414,48.93000030517578
1481088199819,-132.5449981689453,42.88100051879883,50.7760009765625
1481088199838,-131.17799377441406,44.20399856567383,49.689998626708984
1481088199858,-131.97900390625,43.74300003051758,48.959999084472656
1481088199878,-132.37600708007813,42.70100021362305,50.38199996948242
1481088199898,-133.29299926757813,42.70100021362305,49.92300033569336
1481088199918,-134.7969970703125,41.61199951171875,49.92300033569336
1481088199942,-134.7969970703125,41.257999420166016,49.92300033569336
1481088199958,-136.43600463867188,40.928001403808594,48.64099884033203
1481088199978,-136.97000122070313,40.141998291015625,49.58100128173828
1481088199999,-137.9530029296875,40.141998291015625,48.38800048828125
1481088200023,-139.48599243164063,39.23699951171875,48.38800048828125
1481088200038,-140.78599548339844,38.09600067138672,48.05099868774414
1481088200059,-142.02200317382813,36.67900085449219,48.05099868774414
1481088200078,-142.65699768066406,35.69599914550781,48.05099868774414
1481088200098,-143.3769989013672,34.233001708984375,48.05099868774414
1481088200128,-144.3489990234375,33.45600128173828,48.05099868774414
1481088200140,-145.24600219726563,32.0989990234375,47.108001708984375
1481088200161,-145.73300170898438,31.016000747680664,47.108001708984375
1481088200182,-146.1479949951172,28.718000411987305,47.108001708984375
1481088200200,-145.83200073242188,27.349000930786133,48.106998443603516
1481088200221,-145.35299682617188,25.14299964904785,48.88100051879883
1481088200241,-144.7779998779297,24.742000579833984,50.06700134277344
1481088200291,-145.31500244140625,22.91699981689453,50.50299835205078
1481088200291,-146.4530029296875,20.621999740600586,49.02799987792969
1481088200302,-147.22500610351563,19.461999893188477,49.02799987792969
1481088200319,-146.86500549316406,19.461999893188477,49.02799987792969
1481088200338,-146.86500549316406,19.090999603271484,49.02799987792969
1481088200358,-146.44900512695313,19.534000396728516,49.88399887084961
1481088200379,-145.97300720214844,20.683000564575195,50.26499938964844
1481088200399,-145.97300720214844,21.905000686645508,51.742000579833984
1481088200421,-145.97300720214844,22.290000915527344,51.742000579833984
1481088200441,-145.97300720214844,22.290000915527344,51.742000579833984
1481088200461,-145.97300720214844,22.290000915527344,52.6879997253418
1481088200484,-145.97300720214844,22.290000915527344,53.22999954223633
1481088200501,-145.97300720214844,22.290000915527344,54.724998474121094
1481088200525,-145.97300720214844,21.92799949645996,55.32500076293945
1481088200539,-145.97300720214844,22.285999298095703,57.08100128173828
1481088200559,-145.97300720214844,21.56599998474121,60.35599899291992
1481088200579,-145.97300720214844,21.204999923706055,65.66400146484375
1481088200599,-145.97300720214844,21.8439998626709,80.35099792480469
1481088200620,-138.4409942626953,40.077999114990234,97.33699798583984
1481088200641,-138.8509979248047,81.94499969482422,89.71800231933594
1481088200665,-147.31700134277344,94.31900024414063,68.23400115966797
1481088200681,-146.17999267578125,89.88800048828125,65.64700317382813
1481088200702,-144.92100524902344,87.44000244140625,65.10299682617188
1481088200723,-143.9810028076172,84.72699737548828,61.25299835205078
1481088200741,-143.4720001220703,81.29399871826172,57.73099899291992
1481088200788,-142.89700317382813,72.85399627685547,48.67499923706055
1481088200788,-140.81500244140625,52.73400115966797,43.23400115966797
1481088200800,-138.58399963378906,36.54100036621094,48.25699996948242
1481088200822,-137.54200744628906,28.726999282836914,53.619998931884766
1481088200843,-136.93800354003906,24.54599952697754,57.86399841308594
1481088200861,-136.47300720214844,22.73699951171875,61.04100036621094
1481088200882,-135.73899841308594,21.540000915527344,63.499000549316406
1481088200902,-135.73899841308594,20.451000213623047,64.38400268554688
1481088200921,-135.73899841308594,20.131999969482422,65.01000213623047
1481088200941,-135.20599365234375,20.131999969482422,66.38300323486328
1481088200962,-134.50900268554688,19.552000045776367,67.23699951171875
1481088200982,-133.9080047607422,19.552000045776367,68.4000015258789
1481088201001,-133.21600341796875,18.886999130249023,68.94000244140625
1481088201065,-132.41700744628906,19.21299934387207,68.63500213623047
1481088201066,-131.88600158691406,19.21299934387207,69.50499725341797
1481088201066,-131.52699279785156,18.437999725341797,69.87300109863281
1481088201080,-130.78599548339844,18.437999725341797,70.4229965209961
1481088201099,-130.78599548339844,18.437999725341797,70.73200225830078
1481088201119,-130.0070037841797,16.915000915527344,71.37699890136719
1481088201139,-129.50100708007813,16.55500030517578,71.8489990234375
1481088201159,-129.50100708007813,15.923999786376953,72.33999633789063
1481088201179,-129.50100708007813,15.923999786376953,72.33999633789063
1481088201205,-128.54100036621094,15.923999786376953,72.91100311279297
1481088201222,-127.67400360107422,15.545000076293945,73.89800262451172
1481088201242,-126.89900207519531,14.73900032043457,74.41200256347656
1481088201261,-125.53500366210938,14.73900032043457,74.83799743652344
1481088201282,-124.39099884033203,14.73900032043457,74.83799743652344
1481088201312,-122.45700073242188,15.428000450134277,74.31600189208984
1481088201321,-120.83499908447266,15.428000450134277,72.52100372314453
1481088201349,-119.40599822998047,15.916999816894531,70.28299713134766
1481088201359,-119.40599822998047,15.286999702453613,67.2770004272461
1481088201382,-121.40899658203125,13.699999809265137,65.91100311279297
1481088201400,-124.15699768066406,11.093999862670898,67.30599975585938
1481088201419,-125.88300323486328,9.663999557495117,69.21600341796875
1481088201440,-126.40799713134766,8.128000259399414,71.31099700927734
1481088201463,-126.40799713134766,7.556000232696533,73.91500091552734
1481088201480,-124.86699676513672,7.052000045776367,75.55000305175781
1481088201500,-123.01599884033203,7.888000011444092,77.62699890136719
1481088201520,-121.56800079345703,7.888000011444092,79.25700378417969
1481088201542,-120.03600311279297,10.072999954223633,80.18000030517578
1481088201565,-118.75599670410156,11.64799976348877,81.08200073242188
