,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude,activity
0,2.243207399050395,-9.55192715326945,0.5674656979739666,9.8718146291705,0.2443555971891485,0.13335402656780146,0.623182614042951,0.11184226075825272,0.052831078334301264,-0.0767903589019027,-0.05699972342695081,0.006645621047403826,-0.1137896078460274,0.06899763133560073,1.5115710541755447,1.243220189908155,1.7134240368559457,1.2356937992665311,3.1701993316972565,3.0646146920773703,2.9532358663709126,3.1554043207086133,-7.850691397984821,4.1753957996765765,-5.840561072031658,11.807850425903045,0.7141214622144537,28.223354790742835,1.1468954075413813,2.9334483494462282,2.7038291792771583,-0.6009460298820636,-0.9021616851483102,0.9960615357179764,4.5560880000303055,-1.4470398966391902,1.9383553748248759,4.411269778229077,1.984907099411532,2.6479419016579997,3.1638846421176305,2.899520670660475,2.9337326421976035,3.0136218854048766,brushing
1,2.5333048423131306,-9.260592651367187,0.3481169266005357,9.656699117057588,0.3950737172241128,0.07009850012396647,0.5932399139766769,0.07105754771940895,0.04755171706849432,0.01836538387085456,0.00478926336295072,0.052385987001821885,-0.05642292256690953,0.03417797971901819,1.6423211442501855,1.1204343707162259,1.8256962164069384,1.1196994353655696,3.090402548631982,3.1894149490258776,3.121008348648199,3.1943137193310163,-7.757849963506062,2.6948765953381857,-5.542973558108011,11.60148314749682,12.605830434773676,13.106972676935856,17.539121734109788,5.572690947134341,6.289010561929125,-14.309314706852696,-9.27010425965832,-2.2899760025861906,0.7539274906063845,1.6824386475258415,4.048417979108153,3.931715379495312,4.30816234009632,3.258963711711184,3.1772343482225747,3.094777856889252,3.142381411951323,3.156783321869134,brushing
2,2.7738023678461707,-9.203371270497641,0.030565974116325383,9.637231754570255,0.33383248675523725,0.03075042162681917,0.1464762152889787,0.015252957429675484,0.07431957676060598,0.061262052647505526,-0.0012929839643157864,0.026007991385855217,-0.007756766191109303,0.01868891794690452,1.5896433466264133,0.8700845418540527,1.261437677371582,0.7393640142828195,3.0900073964203365,3.106521004200993,3.0854037329863697,3.1265482238096536,-8.357491274674734,1.2694721728563312,-3.7262628356615695,12.450279960234505,18.77905023570711,10.93637126381811,49.22810559396164,6.876061889490119,2.9087155882116567,-27.91646684508521,-0.8518656731261429,-2.2766191719054447,0.5475308865871472,1.1334292436591236,4.534797697664772,3.7332089971949203,5.750956732655967,3.5752955477164594,3.1858466675715973,3.0637570343811804,3.1874023703675216,3.2264450019220905,brushing
3,2.824280110994975,-9.19525089263916,-0.24843833297491075,9.642969876288726,0.2943678158140611,0.03382111327793675,0.10839628182057842,0.02698248079804761,0.04979386942224583,0.07354686468451663,-0.018450949812397255,0.04028895417935517,-0.016438149265849848,0.03725921052665148,1.5900031061969182,0.874761517780524,1.1973749733330776,0.8311782253781171,3.1932975954698883,3.0834948813982783,3.092458997547032,3.066487505120919,-8.398966972033183,1.3544970671335856,-3.7947774449984233,12.848806587095568,14.602939386510858,8.689451777343487,62.74878301076855,5.026498636680944,-8.579835576474956,-29.480872739875952,18.741679261962236,2.7128360197146946,-0.8929589522266973,-6.232033168161031,4.073537836917165,3.3711694216224712,5.745774718241703,3.2236758152719363,3.1133147229025733,3.0127355531728512,3.07342766351965,3.1789793832592266,brushing
4,2.6073455095291136,-9.158400058746338,-0.5003881593545277,9.553497958113713,0.20997466701239514,0.02550687480312139,0.14367551347038274,0.022888761954069112,0.02701203142274565,0.0792731116194668,-0.02332623171304256,0.03277720352366115,-0.01537797386060151,0.03922869085609177,1.4315127055875023,0.8193633112972597,1.195541416602688,0.7852427614777349,3.130053103843832,3.0820129531232725,2.974318803690056,3.0560072116961328,-8.513343958059947,3.1806195308764766,-3.3749965906143187,12.72392415411951,11.9406968469291,16.453004925918673,47.22722883323724,5.36478100812059,-10.872767392017037,-23.10422681008881,23.22267920696909,-0.3069580559053565,1.4675561732097833,-1.1473080598336822,3.9959507530088616,4.0945334350480005,5.542557238043786,3.319856143185413,3.1917876566011407,3.0328432031492123,3.1246030966616187,3.206577321405089,brushing
5,2.453178882598877,-9.255105749766033,-0.3878606785088777,9.593196789003876,0.03874140105866558,0.029401859045794124,0.16258859264669814,0.019780483192992682,0.010178184504191955,0.003239332887342013,-0.05788559217893027,-0.00034535747050548323,-0.02297160529463364,0.04809348620036447,0.9556543987360364,0.7383256320854337,1.0939760696567618,0.6269991982345768,3.1859445405215867,2.789265636368974,2.6338129525259606,2.6570104314958254,-8.415397691726685,1.2030313620964683,-4.305086672306061,13.621586351707942,6.1851916842734145,60.13936079495832,48.15953819401553,16.469289935803605,-15.524203152876382,-16.151668300643426,47.89558075923106,0.8058046493573976,-15.984698290793768,-9.844546091832493,2.775615069784711,5.414682179215865,4.790862411978164,4.291276445588587,2.704620624656352,2.9665005654666663,2.817423185039395,3.164029532707287,brushing
6,2.688628657658896,-9.28792635599772,-0.02342327202980717,9.686327169181542,0.2270141096965381,0.061403342460981274,0.06514192182841368,0.012091795851244216,0.10940058798802743,0.014370057005127827,-0.0069180834220700215,-0.03177123298606867,-0.023386942580580432,0.011792201567253007,1.355245331210465,0.9874529850996688,1.0614914631060643,0.6976320418364141,2.9257264628798603,2.9571384150171434,3.1100092316598102,3.1180837827340926,-7.682396364212036,-1.0089736640453342,-5.617310565710069,13.531112396787329,9.671208755102901,47.78609193720127,53.48771140022192,16.290271108465838,-12.995166898302903,-20.833157824207138,39.55194349430192,-0.3197952310878971,-13.958970734428572,-7.609883112821014,3.4546154007460563,5.3357093253489465,5.287231963942785,4.324233870227248,2.9311870822247945,3.0511918621449117,2.9295640923879804,3.1510431134245036,brushing
7,2.8210080464680987,-9.21033436457316,-0.19871874131883185,9.661059698006882,0.2236147963230174,0.12429947461173207,0.23550353455204226,0.057652448769710325,0.13878058622532632,0.043838525272522286,0.0022995956053157604,-0.06406651407916569,-0.07814788979820128,0.002927806000214524,1.3933623636425383,1.2780199340366063,1.425875145637386,1.0856236173814224,3.0753700128797035,3.2127673755584403,3.0795051963151368,3.2428097763497363,-8.165108362833656,0.7605187535285949,-2.833421019713084,10.942015087913532,12.188332613735778,10.997155922102358,30.011891077120676,7.212514622037442,-3.896778191808221,-17.947757994474692,9.039432422575024,-6.351650846587157,1.8346914906067602,7.782525645094445,3.8907453298888868,4.050205342722888,4.6425786151090325,3.5285894125865256,3.095397289252221,3.2620294426139207,2.9743068345228587,3.1857371980654743,brushing
8,3.2093076705932617,-9.161352888743084,0.2327563126881917,9.781347016270026,0.5402129638433778,0.1353026720893081,0.8334113758934353,0.0704461756312784,0.2007259209258338,0.5525021340285743,0.13406645108113607,0.026448613687035848,-0.05382756178848157,0.0940189408566044,1.783968577795814,1.3329792267743132,1.7183905904982346,1.1508132343573385,3.1134458361210213,3.204846824341672,2.8404289388272623,3.2771831808211003,-8.09013328552246,-0.13240290482838948,-3.1918659547964734,10.550272204675592,5.394923638160397,26.503140145945743,10.999538142027703,6.0157589475447155,-1.8255769966307136,-6.549294136790763,7.1598731501444215,-3.5537011438645907,-3.861918287541864,2.155301687173076,3.091058218113213,4.6478981453878685,3.4601698806203767,3.262140100312032,3.058631949650197,3.0529477350668297,2.9383863152966407,3.0862220776913234,brushing
9,3.7426759878794353,-9.020952987670901,0.8937355384230614,9.869560197166589,0.6634922893613991,0.09483304770974732,0.5353996083684968,0.027270893539597708,0.2262767386545608,0.4793460657198391,0.1344376933427282,0.06010615328395925,0.0020532496362373554,0.08499527435678539,1.6062980965879263,1.058564856512567,1.590919371294176,0.8388151041293169,2.7620682768524905,2.9410519476788948,2.8554594778731346,3.0792994809230807,-8.171489365895589,1.4673586249351502,-3.5890744725863137,11.610297527819672,4.017761018736093,46.10644746367564,11.384151403960304,6.689904724018164,-5.169563638484776,-5.958588498252971,8.309230749585716,-2.2379288869423184,5.277710842144963,1.0838127273991185,3.0797339769181664,5.197167964972822,3.9696645815521254,3.5093395357642527,3.194985020486188,3.0263990520711643,3.16632786297176,3.2075939311587502,brushing
