,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_xz,sp_cov_a_yz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_xz,sw_cov_a_yz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude,activity
0,0.0,1.03788643181324,-9.597576427459718,-0.014664485491812231,9.668526302820652,0.2814213193906553,0.044783267089156836,0.02075541693985803,0.04221864033793917,0.029323171780390924,-0.0366832835496601,-0.022755134647158462,0.010963475281368259,-0.04037725525604583,0.01734905826077188,1.3772103471239727,0.8539672730589366,0.7447417345803671,0.8609961756045673,2.7123374555805886,2.6190619750100974,2.7601094480016832,2.7080935268229243,-4.095555168390274,-4.796652477979661,-6.746085092425346,17.176421501993858,33.324359983837425,144.48825685516832,105.6627157924535,62.69812799137853,-63.62438951552025,-56.98838953760779,117.13568538738636,36.11958812249801,-84.5738108184527,-62.51666533965149,4.038092082226688,5.8780434399339905,4.889537435697714,5.262258939871393,2.4505810333612144,2.4740670633121984,2.164870680340156,2.65459264508488,brushing
1,1.0,0.8984541237354279,-9.588718032836914,0.09014169266447424,9.670957694367463,0.7413144734612931,0.0441278936252752,0.060847939835727616,0.037275700838292326,0.07468383775663613,-0.1470409276394852,-0.03363865716825794,0.007107136467420381,-0.034986612860021006,0.01828721648902944,1.642024678547307,0.7608074969777975,0.9140896832145552,0.7881854286150822,2.520107564785308,2.4181292735747344,2.584410299183205,2.59643419234205,-3.8158341757953167,-2.145165628194809,-6.230431792140008,15.650183060509727,16.766623378440276,114.11536170930769,110.60928844848992,44.70430145055313,-38.809326576883066,-36.939710497081364,100.01627810135813,24.575274002476288,-65.29658181639171,-56.674665487365154,3.4042201582711513,5.608793538803779,4.973617020014125,4.543425938037126,2.3797051216479104,2.495115979961912,2.201651945278728,2.5064538148946887,brushing
2,2.0,0.7993042409420014,-9.609786987304688,0.2331952441483736,9.676993355506363,0.5904026687909747,0.03092446310792618,0.03899705069518606,0.025664004001890558,0.05860493407386135,-0.09855679776972236,-0.029381300608867983,-0.0018704309337733934,-0.02467781531776376,0.017964373199652682,1.6648020889681363,0.7562697366593082,0.834859328392888,0.7378364898356979,2.7308628779343795,2.5577589789549235,2.6591352130671626,2.6475766087596346,-4.563591233640909,-0.09212378859519957,-7.9551780939102175,15.194094493140245,14.556819914333124,50.0958938113384,118.75712472029579,28.94584137180257,-14.858061629059547,-33.15233597250227,63.051716730135745,15.997102205011391,-31.727642731513466,-44.72389744423078,3.617756338439396,5.046845487458051,5.495865359426649,4.377064430895198,2.639539097154036,2.674304194536648,2.364516450160953,2.6768462806043525,brushing
3,3.0,0.9210493937134744,-9.579649829864502,0.2826055817306042,9.642695964466732,0.2699063740685777,0.017794472870302485,0.02420868239882952,0.01328142424844133,0.0308656188369404,-0.04347104795013429,-0.010723743571638954,-0.007202411746008674,-0.014393184946512415,0.007491594049131071,1.4273774313386631,0.6923769076713021,0.7532855676634701,0.653879003758673,2.774906528791304,2.6766602392576138,2.7166235081722627,2.7278806120047414,-2.7414568588137627,-5.702933824062347,-13.850494647026062,16.826692030753513,10.970614381730421,41.44894872416056,35.0357157214355,33.494939016637076,-10.331158591024323,-15.81341923708458,21.420733176305745,13.922226717093105,-28.60426530656989,-32.59896010461529,3.6330022376678968,4.963775433775849,4.715594213866242,4.625142752176573,2.7969857820704043,2.7800566420939448,2.7269822079151447,2.7269792255185568,brushing
4,4.0,0.6986579894088208,-9.558371448516846,0.4004900917410851,9.613738849026939,0.4166857080888374,0.008061462667482361,0.018805088129768704,0.008821090759422813,0.003565315433891615,-0.06015799753208476,-0.0009995438525168094,0.02591065265976588,-0.007293700477274858,-0.0032657962649994283,1.448466377030555,0.6028987137287963,0.7157499924621851,0.6116632740609589,2.591489685131416,2.815906465483024,2.7239025424727763,2.808004436206171,-3.292763196490705,-5.8734223484992985,-8.526344729959964,13.198970678053787,7.515300640539035,38.11862465858715,38.0403256731588,24.542784704923967,-15.040769197085789,-3.3435654391390988,7.4018860003483296,7.638228209527135,-18.77302643401117,-26.717509910644132,3.316965855387638,4.516977094810915,4.444614918307262,4.094825400655833,2.8273316729254483,2.61006460729192,2.5451112175601414,2.628540645924875,brushing
5,5.0,0.8062773532234132,-9.587820100784302,0.3839401729404927,9.654329348447863,0.4784455956396898,0.0178921825596049,0.035999227704807034,0.02466578845174676,-0.010210729511770295,-0.03429593863753756,-0.01098885130837884,0.05130832482599426,-0.01926231243148514,0.010057558530958069,1.6271053940235878,0.7324601330402792,0.8555899139584096,0.8141779993857281,2.7140099436850957,2.8399712543928284,2.7796219841126364,2.8793755715329903,-2.809173739142716,-6.659703946113586,-2.66668116748333,9.862114087333072,5.388112561100766,28.102297086752525,10.24991267066725,3.838225396422472,-10.480722324102,6.334481856714389,-14.6353379294795,0.5444711019132743,-3.7498613931562184,-0.23586356230737804,3.0270720780033735,4.336994447796757,3.30945476284466,2.789707172892112,2.8040510635639686,2.6952158781071613,2.6308704923826816,2.8330704682539225,brushing
6,6.0,1.3291111342608928,-9.627084922790527,0.3460220031440258,9.771015991313005,0.8945204094691459,0.04973115953942325,0.07207444160310547,0.06293468640352724,0.0028843662641012914,0.10737596184920406,-0.04261025206996446,0.12880135105354432,-0.04405665606955042,0.05214419905927594,1.9488831233316075,0.8984200009275501,1.0334469259113983,0.9446365714400846,2.8282931269691747,2.6655904376269755,2.800959944371076,2.6803708538826,-8.282994846627115,3.2620154380798327,-0.9652646377682684,16.53473577322022,61.062443232621575,219.46008753115245,5.956626404228537,83.09283830299191,-111.97985492021414,-2.8063852164630734,5.2984561589793175,-64.47241224626886,126.10983367655204,7.456167582685762,5.184145506343336,6.9004952302568485,2.983083262248723,5.337363008634153,2.6589035719794003,2.59337524487756,2.6862442486063207,2.5602232194706485,brushing
7,7.0,0.9949703633785248,-9.614934396743774,0.5048473551869392,9.757662917799886,1.544016750010181,0.051753166293993784,0.07925151556186581,0.07482639220336536,-0.02742446639489202,0.11828010792277732,-0.033487948160875976,0.17997032909872376,-0.05083656559368028,0.03754180987161648,2.1188860565629217,0.8960395095934747,1.0472819369867827,0.9410994076913358,2.71422296106734,2.6892289366525475,2.8090556746224267,2.609414179017285,-15.89623861014843,15.56363615989685,4.475415742397308,24.619521555620533,25.353727712857967,70.66378654226335,40.65592409066252,40.700466670053466,-36.525943087595174,-13.95263523856068,12.941886265392124,-27.407878421089894,47.53145502236556,17.539893943062836,4.410581587163652,5.722755127083148,4.148951763006578,4.6344198941142025,2.794791061195975,2.8136660674003924,2.368336751763624,2.6299696820409943,brushing
8,8.0,0.4068048000335695,-9.51901683807373,0.5464166820049285,9.585983324467328,0.8271054050092416,0.047322948163549115,0.0541891014830959,0.0703717728339394,-0.07901071405174327,0.14586287694361988,-0.03942804525680984,0.11444762792770805,-0.0567834651793547,0.049109065668448686,1.798200938577463,0.8901956677552901,0.9136172976546104,0.9768360483915179,2.661601536459982,2.7494574766891637,2.6978097001139454,2.722938708472309,-14.329418253898618,11.788360261917115,4.92048077583313,20.635008290425578,26.48219425753781,66.12208529485554,37.544601049186795,69.83859542191746,-39.30562327104877,-26.171351691509393,39.5591483018325,-42.26214221435103,65.5908475391333,43.36176645538261,4.083207033124111,4.941273537578487,4.142934827454962,4.967747256561399,2.590151549290128,2.480279729696173,2.4468603616815736,2.4701326613007843,brushing
9,9.0,0.2870049312710762,-9.53541703224182,0.5049969956278801,9.581190070419359,0.5179918007959446,0.04618670106006464,0.060190835881629226,0.05844155819235632,-0.08069513965243755,0.13064832381880928,-0.03618765252547654,0.10093532466900616,-0.05156938596166647,0.04374598783380378,1.658161249030824,0.9173299878335656,0.9226825438688424,0.9665224236405312,2.756858711302552,2.7929278904746013,2.693901174147132,2.777157374690554,-9.451170778274538,3.7496727526187903,-2.7025734186172485,13.14544814243834,20.479633691675005,71.32432781858911,15.70722393564343,42.12778655045829,-34.71159155991729,-14.858490829338992,27.8556808270112,-27.129132865747327,48.85686798241477,18.796840225009475,3.9747926744034223,5.493480752656753,3.969456244380303,4.7895461844479685,2.6731196507766364,2.6794700766170063,2.8268789925762765,2.6638576469421524,brushing
