,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude,activity
0,0.0,-2.445397698879242,-9.305264441172282,-0.25336639502396185,9.639455647053277,0.1991831317944746,0.029402936551314218,0.09381909994033838,0.025514393578512276,-0.030582958693843205,-0.04846571181483714,0.022957324384695825,-0.01963306471412582,-0.021031736896256405,-0.012614710544224798,1.4107189222065657,0.8912787775936871,1.1768798063375119,0.8248279845972211,3.130619412052324,3.157298712985624,3.147370184489436,3.075396099777853,-6.2853069543838505,1.269073161482811,-4.24965299765269,13.778568797373895,4.327456572994608,167.77955180939628,4.945761547549416,41.87300030564536,-2.753948844437166,2.6938746415504218,-13.529243225085695,0.6799050948871433,75.59086840537344,-6.15181585713604,2.971452635463459,7.653950341077287,3.216990679081611,5.384730885690157,3.1009112555032856,3.1153373102559465,3.180886088762501,3.1068840504865407,brushing
1,1.0,-2.4462955514589946,-9.380242919921878,-0.4524642209832867,9.714209826263753,0.15869159543210978,0.023122512453834364,0.028021893294249832,0.015529605756036312,-0.03231518991890348,-0.03255057952299543,0.0026823360064192076,-0.0073077746961289,-0.01431246094232164,0.004862250012100445,1.3340002694138502,0.8068906554578579,0.8870637739532697,0.7476915667381875,3.1386758915813777,3.055225855024003,3.1759629347066154,3.1207324469475184,-7.381060107549032,0.9389434576034548,-4.775994284947713,13.42259693050459,6.113519337331412,128.2946357717858,4.631012576149517,33.52779821515305,1.0437365715252598,2.5267348532805767,-2.0207859834794286,3.0241617953975823,55.28152735732097,-1.026545890663833,3.2721719395014177,7.072096706304783,2.9456340398845424,5.2067402626423975,3.0917179396448597,3.1137849316997483,3.007562272059469,3.180996425776748,brushing
2,2.0,-2.4848022937774656,-9.353727213541667,-0.5223749130964279,9.696532963901141,0.05894796502874485,0.019340222195797258,0.02240490338973131,0.014395767499935262,-0.012597545537928115,-0.018995578166613212,-0.005958832524564471,-0.001629394829281374,-0.015074634482700756,0.009124570930169804,1.0817344860986151,0.7974226239163901,0.8189716975870992,0.7306827245506491,3.2358528410273566,3.155550741974545,3.130154703602007,3.1011238633104137,-8.731569178899129,-0.8279166688521703,-4.846263599395752,11.185968471091833,4.164124621782676,20.01858214531914,6.7050707295875736,5.321701539826203,-4.9022551698555255,0.20520786399581234,-3.4697573212667554,-3.2697749948500614,4.831142993804336,-2.4849772225178777,3.0559380132719323,4.638261498445695,3.2505091005197024,3.3384534509895563,3.143827169330496,3.2032470874401153,2.9862882222085263,3.2009927247388075,brushing
3,3.0,-2.5251445770263667,-9.339022668202718,-0.5295774648586911,9.695248386449007,0.09847207156074016,0.014148288128658463,0.025323994976666337,0.009989749597732406,-0.01650779699469171,-0.02490438235400769,-0.007383533507140477,-0.009158659654604941,-0.008599944807946465,0.011918840852512491,1.1515256529457614,0.7170372897532852,0.8497726801747609,0.6842787934762719,3.0652391859268246,3.0969280078724597,3.163770655836295,3.1800078687015496,-9.745647525787351,-2.345364970962206,-4.84913477897644,11.716877098975132,6.111557852026597,6.657517026054138,5.68416193434823,4.702148911835146,-1.6171894196744871,1.9621431844125623,-3.7888577309024956,-4.682695403964957,0.4492097720858989,-2.7291311899054183,3.0383242751667594,3.4800076010413514,3.316573680212871,2.8662855134891574,2.957720847504437,3.2003606140193672,3.168775543112145,2.969236700870738,brushing
4,4.0,-2.4913264830907185,-9.3424742380778,-0.5394335925579071,9.702079886225619,0.3279786070967385,0.02078236714454165,0.020878473434577667,0.0067087751648967926,-0.0665051451582781,-0.04781570210516869,0.003330115341811368,-0.006592311104211874,-0.005358046712202007,0.006120693893329025,1.6753367097553309,0.8113387710193817,0.8057385653373703,0.6091596996692872,3.228909181889952,3.1545592092129184,3.128617398676328,3.1125036199292504,-9.750273672739665,-1.8419151107470195,-5.757290665308634,12.638613052437508,11.726428314415982,17.68396005042908,4.940708467782087,5.25352154034231,-3.234801561172859,1.093594197350067,-6.633579249548744,-6.682461049762219,3.5399337492425373,-2.092785794583207,3.8614534858055833,4.191243912223551,3.064996820814457,3.1725997369031305,3.115627177363067,3.06169416158948,3.0885970789914237,3.1036134676088123,brushing
5,5.0,-2.343723940849304,-9.368970171610515,-0.6074289242426555,9.695836586563622,0.3439569518870113,0.01943259888948164,0.02266021216300776,0.0036705616621242267,-0.07323774214667797,-0.06058414643938617,0.01109541220896608,-0.002849033433625108,-0.003015018845804864,0.002262596407964113,1.5431547535183603,0.7779783077266449,0.831982249066284,0.5250269863201723,3.0016792559677885,3.0993989763993994,3.1529889500774466,3.1644095402811327,-8.221260039011637,-1.4699907382329305,-5.530610672632854,11.79523656860644,7.912098458821737,31.340627734600325,4.945392119159501,4.070571521950373,-5.679815468956916,-0.09131001757748436,-9.245990543037156,-3.2977893560897367,0.09115953847686144,0.23823019585945976,3.7017242831567447,4.519671617394443,2.8755663005333303,2.9152829876064104,3.2126418907586283,2.9403312309168537,2.9040303002896937,3.1008832988805355,brushing
6,6.0,-2.3356235663096108,-9.389041550954182,-0.6321490565935771,9.700643422222996,0.08257932674910125,0.0062637637646375255,0.011761979123694316,0.0037447044775751367,-0.014027304407364322,-0.023645290640568757,0.0029367380428196635,-0.0050933322052321576,-0.002763736472724105,0.002269620450429309,1.1863153009654035,0.6102021216461345,0.7075866090701518,0.5336131907110546,3.2372758766407728,3.186450295686185,3.203789312844733,3.2043596218861787,-7.336872943242391,-1.7135800321896868,-5.692684423923493,11.162986189101265,9.080461085766396,22.518620601559963,7.911990938510968,2.849475802717058,-5.812701291417367,-5.584614375815346,-2.7009459587347635,-2.5384948656908417,-2.3193775196613737,2.7202261578488187,3.726677340843152,4.360839259332767,3.4276054151190456,2.7449914002422706,3.154614355634647,3.0085833487329086,3.0710921007959984,3.1321385278977387,brushing
7,7.0,-2.3993691921234133,-9.384113470713297,-0.5957372347513835,9.707429942786517,0.05450305399863597,0.0066989992354127255,0.008081839633648228,0.006454489517384917,-0.006558812443574472,-0.008080449637340777,-0.00042029526946670064,-0.007445521111322856,-0.004740936341746813,0.0019808836174719548,1.0964473829407992,0.6399852090217057,0.6523577867559829,0.6059031728649001,3.3012232445274066,3.272745067182212,3.203494400265186,3.161463423373967,-6.756214527289072,-2.1023338732620083,-5.962834044297536,11.16167376930158,22.46347124822149,7.503707532263311,13.141033279955902,2.803388916580851,-7.864998375225907,-15.719362469100306,4.767054446976177,-5.116232123870519,1.5632302656230883,3.3084686982083267,4.551439623646441,3.358126144054311,3.9709513366310567,2.7599545017186187,3.1026059443911786,2.981279906446636,3.120867248723993,3.1418270126557384,brushing
8,8.0,-2.472392347455025,-9.36278518040975,-0.5753665685653686,9.744038370630172,0.8132058642681667,0.04194305550375548,0.025868806033742687,0.011258940458228707,-0.166363875167314,-0.1150755119270088,0.020033186512899526,-0.038014570625863116,0.0010532554822876383,0.008978517723265463,2.0567249260651117,1.0096981311635207,0.8567533416803453,0.6426727082092197,3.188478379802037,3.2566187135659823,3.138192005510629,2.9351685186400016,-7.062017142772675,-2.771606296052535,-4.335634958744049,11.816627723616214,16.42455025160891,34.80090808805165,18.409187561089688,4.1714672684206375,-10.965956670694304,-8.138107552581463,-12.526015293258876,-3.2713076569382906,5.840655296046588,0.21466106575224356,4.302668012100684,4.9119018359517845,4.233157695416224,3.0573454752622746,3.1643977846468894,3.0396747767532832,3.075671429755793,3.145453146925304,brushing
9,9.0,-2.40363886654377,-9.40809539159139,-0.5671664255360762,9.774788511641466,0.8536521770086276,0.050121451573587626,0.07507987134704898,0.011535574046850454,-0.18472752899342412,-0.11003197378270477,0.0244505974970035,-0.030824082246285082,-0.001660477097199479,-6.101985204515621e-05,2.096105944206024,1.0430236509529949,1.1302537888879465,0.6802898228511189,3.2029503948120612,3.2305657095551914,3.1973024366147578,3.0441194897104418,-7.238288354873657,-4.4470607280731205,-3.0961529850959777,12.589638474478916,2.9261718170010296,67.31470114855748,16.341868760927742,7.192742226322901,-9.39367374979633,3.3321863076157907,-29.5334633256498,-0.6023188357740324,-4.139721600312907,1.7567151510722725,2.8530389533068505,5.5401588478071435,3.908569111795624,3.4559718734776093,3.1958145448614297,2.9730948236597365,2.969931940881944,3.115228292026784,brushing
