,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_xz,sw_cov_a_yz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,-0.13184452764689922,8.725786685943604,-4.418705832958222,9.85960377253502,0.1168732936056112,0.549434634345792,1.0843448351458995,0.14003271561656738,0.0817653153807361,-0.0501846334551988,0.6561344078376847,0.10383346444271295,0.14515433901589822,0.0037146682910031864,1.1465291317412958,1.6097589156419736,1.941762742075945,1.2074707034755767,2.743124162652942,2.693007761889256,2.714132236626255,2.760082404621517
1,-0.2890529727563262,8.711190462112427,-4.317489457130432,9.788407758080714,0.11985283146391791,0.47825417203458376,0.837084448611683,0.1680121492002317,-0.005136459392590604,-0.118819918359564,0.48756567512927984,0.05559355129281675,0.15243650630480052,-0.043684888821808945,1.1175059188725294,1.4764721702018093,1.9129985027530398,1.2180503051994191,2.691163537462799,2.5084586146379824,2.8104097771366368,2.686055751767282
2,-0.6675975037738681,9.360722160339355,-3.759363627433777,10.220291388269079,1.612648363583513,1.6892545945166562,0.7861964696092222,1.7167990195602294,-1.4369213271232932,-0.39527667867546384,0.32948294593974614,-1.4432890302682224,1.655547856183271,0.09145216904465625,2.2340579411683614,2.2512812612254316,1.926127998355228,2.284500140129366,2.7792673112378123,2.7457367093850795,2.8687398162617943,2.787807679703352
3,-0.5247459940612316,9.04833917617798,-4.155734670162201,10.152971849836664,1.6834741013920305,2.323556119393057,1.6381494671559163,1.787383341259832,-1.695581193557096,-0.6538633090852645,1.06967008744067,-1.549759903376965,1.8802691569621195,0.3615924462570053,2.2479956154482714,2.3884056979707022,2.1474160242702247,2.2780099850892346,2.758339071721957,2.721680836928741,2.674261927453703,2.7550042941215387
4,0.002153535885736346,8.450731635093689,-4.931487703323365,9.849774423826526,0.02989480484229571,0.8057877033630588,0.7060240201704392,0.19053239558888904,0.060113776239488256,0.04973528022068058,0.6803625389280314,0.03142972597806313,0.34384615669112395,0.21941746436338336,0.8069617330031367,1.8334182530903496,1.8097433442492568,1.3152419092192003,2.7379814232617163,2.71356580799796,2.7821727859547787,2.8033971865028633
5,0.021056834189221264,8.225088524818421,-5.184169888496399,9.799088511296265,0.19980875151612057,0.9968613728768074,0.6268551422318063,0.2509004370879478,0.30492729168861865,0.2229280098836374,0.7250270883590431,0.1640318066428279,0.45939407306051006,0.27899482850851515,1.3806665190112857,1.9424456121423044,1.7313434523654625,1.376948034214102,2.8958376657966665,2.735648377166656,2.741070238592357,2.7386102271188646
6,-0.09643074870109555,7.939146423339844,-5.229872846603394,9.594750763151666,0.5563265113653918,0.8259093895056184,0.6186705038071552,0.24477230485173476,0.3888500921674925,0.21812853576631297,0.6272054642433623,0.265471377588209,0.402480050748664,0.22993956938937946,1.6933861303287356,1.8113006178023303,1.6093341781181887,1.3744986313439567,2.781884761405721,2.695188197863854,2.596756777393994,2.7610104794723513
7,-0.2593819677829742,8.11214725971222,-5.417948651313782,9.841963060945607,0.36204742263699885,0.41065532617682055,1.2601696084805287,0.31091747700215183,0.15663483256974764,0.03528234526108714,0.4234539514977105,0.14406645385561767,0.14186519009522983,-0.3141928534550143,1.5734097222839192,1.6359471898142794,2.1366327021169624,1.3654064610698853,2.8427113510187416,2.8617711104502552,2.8284538890014583,2.631231629421722
8,-0.15672990456223487,8.303812265396118,-5.24135844707489,10.028904341438576,1.7799815499110498,0.3941567256435256,2.3702982084133155,0.19788751862563198,-0.016650721404080814,-0.73476134939206,0.7008655605374449,0.18473807377778265,0.016443866401890668,-0.38994695443112465,2.3121955898585163,1.4663526152989592,2.3560352226151178,1.329944674511257,2.7934685050566617,2.6610598098888416,2.6995314457878212,2.799985763732388
9,-0.09619149211794138,8.363872361183166,-4.84606409072876,9.89577499095334,1.7589572124055555,0.8769818904552092,2.1865855223897697,0.10840691703240478,-0.04367779521981202,-0.7831889141765203,1.1700886044439025,0.18309436003763838,0.1819621764276582,0.07875629486196309,2.3072311208503495,1.7808347167029304,2.297706728315793,1.1216151434513235,2.7945028706234547,2.6580951841276974,2.701896973822485,2.748668151614427
10,-0.06173482341691851,8.197451543807983,-5.118845748901367,9.852759381446258,0.07526669222100896,1.9316021408104016,2.0571921721139335,0.19852139869333627,0.01125783789179963,-0.020648640592332172,1.9192014461966163,0.034069312560246166,0.5351603686333528,0.4621668061073331,1.0038958677971321,2.3581137786826702,2.3624994354275035,1.3487358595788792,2.74267442895242,2.823973899203432,2.783354185825197,2.8536329173541315
11,0.002871387172490364,8.12123999595642,-5.092285370826721,9.728990637063655,0.07472547364712834,1.5196670853934444,1.497344034834979,0.1787458556125602,0.03268046005969728,0.036279678674880966,1.4399989890058194,0.014863638572645643,0.4301714580503362,0.3333240357402547,1.0045745935547306,2.146292802336932,2.1917277770185244,1.2718391512944502,2.7524574636558885,2.726412276154004,2.7857225312305496,2.7332589165569976
12,-0.09738788846880198,7.9895151376724245,-4.9988456726074215,9.482279611747973,0.11005032427043437,0.4285227132062585,0.7005282486500664,0.09875176938141249,0.1449328036806221,0.13469342414886679,0.4606220673747255,0.0493673296784936,0.11181598433035979,0.0011922624577489114,1.1559888970119911,1.6100500798800255,1.8234229074897452,1.0655368015045326,2.829273513993506,2.809983962251178,2.8118175390058626,2.694040373066677
