,timestamp,grx,gry,grz
0,5000.0,2.231040477752685,-9.533784866333008,0.5475339293479919
1,5100.0,2.231040477752685,-9.533784866333008,0.5475339293479919
2,5200.0,2.231040477752685,-9.533784866333008,0.5475339293479919
3,5300.0,2.3400325775146484,-9.508667945861816,0.5290262103080751
4,5400.0,2.3400325775146484,-9.508667945861816,0.5290262103080751
5,5500.0,2.379053831100464,-9.501139640808104,0.4887143671512604
6,5600.0,2.490930318832397,-9.477229118347168,0.3844312727451325
7,5700.0,2.490930318832397,-9.477229118347168,0.3844312727451325
8,5800.0,2.631921768188477,-9.439613342285156,0.3702452182769776
9,5900.0,2.631921768188477,-9.439613342285156,0.3702452182769776
10,6000.0,2.6854166984558105,-9.422783851623537,0.4123854637145996
11,6100.0,2.6854166984558105,-9.422783851623537,0.4123854637145996
12,6200.0,2.7595975399017334,-9.401365280151367,0.411506325006485
13,6300.0,2.7595975399017334,-9.401365280151367,0.411506325006485
14,6400.0,2.788275241851806,-9.391651153564453,0.4390837848186493
15,6500.0,2.8958635330200195,-9.362728118896484,0.3516688346862793
16,6600.0,2.8958635330200195,-9.362728118896484,0.3516688346862793
17,6700.0,3.0206372737884517,-9.31939697265625,0.4415633380413056
18,6800.0,3.0206372737884517,-9.31939697265625,0.4415633380413056
19,6900.0,3.0527973175048833,-9.306832313537598,0.4834080934524536
20,7000.0,3.0527973175048833,-9.306832313537598,0.4834080934524536
21,7100.0,3.1502022743225098,-9.276662826538086,0.4360410571098328
22,7200.0,3.1502022743225098,-9.276662826538086,0.4360410571098328
23,7300.0,3.1682758331298833,-9.27053165435791,0.4355109035968781
24,7400.0,3.199124813079834,-9.258628845214844,0.4623752236366272
25,7500.0,3.199124813079834,-9.258628845214844,0.4623752236366272
26,7600.0,3.1752445697784424,-9.263446807861328,0.5260860919952393
27,7700.0,3.1752445697784424,-9.263446807861328,0.5260860919952393
28,7800.0,3.171916961669922,-9.259099006652832,0.6151716113090515
29,7900.0,3.171916961669922,-9.259099006652832,0.6151716113090515
30,8000.0,3.185774087905884,-9.250386238098145,0.6719982028007507
31,8100.0,3.185774087905884,-9.250386238098145,0.6719982028007507
32,8200.0,3.1766252517700195,-9.248587608337402,0.7369269132614136
33,8300.0,3.2088165283203125,-9.230958938598633,0.8144161105155945
34,8400.0,3.2088165283203125,-9.230958938598633,0.8144161105155945
35,8500.0,3.2230005264282227,-9.225374221801758,0.8216530680656433
36,8600.0,3.2230005264282227,-9.225374221801758,0.8216530680656433
37,8700.0,3.298633813858032,-9.19214916229248,0.8909534215927124
38,8800.0,3.298633813858032,-9.19214916229248,0.8909534215927124
39,8900.0,3.2870335578918457,-9.18796157836914,0.9732190370559692
40,9000.0,3.2870335578918457,-9.18796157836914,0.9732190370559692
41,9100.0,3.2804388999938965,-9.174522399902344,1.1123188734054563
42,9200.0,3.3260204792022705,-9.154440879821776,1.1420069932937622
43,9300.0,3.3260204792022705,-9.154440879821776,1.1420069932937622
44,9400.0,3.4657258987426762,-9.103276252746582,1.1355626583099363
45,9500.0,3.4657258987426762,-9.103276252746582,1.1355626583099363
46,9600.0,3.4563512802124023,-9.100772857666016,1.1831895112991333
47,9700.0,3.4563512802124023,-9.100772857666016,1.1831895112991333
48,9800.0,3.5544557571411133,-9.062179565429688,1.1887542009353638
49,9900.0,3.5544557571411133,-9.062179565429688,1.1887542009353638
50,10000.0,3.56595778465271,-9.06070327758789,1.1653292179107666
51,10100.0,3.5973095893859863,-9.05435562133789,1.1173182725906372
52,10200.0,3.5973095893859863,-9.05435562133789,1.1173182725906372
53,10300.0,3.508730173110962,-9.084656715393066,1.1524831056594849
54,10400.0,3.508730173110962,-9.084656715393066,1.1524831056594849
55,10500.0,3.6191070079803462,-9.034246444702148,1.20616614818573
56,10600.0,3.6191070079803462,-9.034246444702148,1.20616614818573
57,10700.0,3.453977108001709,-9.128787994384766,0.9516642093658448
58,10800.0,3.453977108001709,-9.128787994384766,0.9516642093658448
59,10900.0,3.3306975364685063,-9.18942165374756,0.7945926189422607
60,11000.0,3.3436012268066406,-9.182677268981934,0.8180155754089355
61,11100.0,3.3436012268066406,-9.182677268981934,0.8180155754089355
62,11200.0,3.2897093296051025,-9.212647438049316,0.6894453167915344
63,11300.0,3.2897093296051025,-9.212647438049316,0.6894453167915344
64,11400.0,3.1694531440734863,-9.261298179626463,0.5943974256515503
65,11500.0,3.1694531440734863,-9.261298179626463,0.5943974256515503
66,11600.0,1.795851469039917,-9.597509384155273,0.9127490520477296
67,11700.0,1.795851469039917,-9.597509384155273,0.9127490520477296
68,11800.0,1.974710822105408,-9.5483980178833,1.0483376979827879
69,11900.0,2.5495762825012207,-9.416789054870604,0.9970651865005492
70,12000.0,2.5495762825012207,-9.416789054870604,0.9970651865005492
71,12100.0,3.0392017364501958,-9.318734169006348,0.30796879529953003
72,12200.0,3.0392017364501958,-9.318734169006348,0.30796879529953003
73,12300.0,3.2685842514038086,-9.229212760925293,0.5553334951400757
74,12400.0,3.2685842514038086,-9.229212760925293,0.5553334951400757
75,12500.0,3.2620515823364262,-9.22315788269043,0.6802534461021423
76,12600.0,3.2620515823364262,-9.22315788269043,0.6802534461021423
77,12700.0,3.1385657787323,-9.234617233276367,1.0206149816513062
78,12800.0,3.075793743133545,-9.206621170043944,1.3957144021987915
79,12900.0,3.075793743133545,-9.206621170043944,1.3957144021987915
80,13000.0,3.0783998966217037,-9.156646728515623,1.6880881786346436
81,13100.0,3.0783998966217037,-9.156646728515623,1.6880881786346436
82,13200.0,2.7334582805633545,-9.290529251098633,1.5442285537719729
83,13300.0,2.7334582805633545,-9.290529251098633,1.5442285537719729
84,13400.0,2.449799060821533,-9.391737937927246,1.4014707803726196
85,13500.0,2.449799060821533,-9.391737937927246,1.4014707803726196
86,13600.0,2.382222414016724,-9.44187831878662,1.160321593284607
87,13700.0,2.500422239303589,-9.427063941955566,1.02407705783844
88,13800.0,2.500422239303589,-9.427063941955566,1.02407705783844
89,13900.0,2.4374239444732666,-9.28908634185791,1.9855057001113887
90,14000.0,2.4374239444732666,-9.28908634185791,1.9855057001113887
91,14100.0,2.2024970054626465,-9.413219451904297,1.6464192867279053
92,14200.0,2.2024970054626465,-9.413219451904297,1.6464192867279053
93,14300.0,1.8830419778823853,-9.548055648803713,1.2079617977142334
94,14400.0,1.8830419778823853,-9.548055648803713,1.2079617977142334
95,14500.0,1.5886794328689575,-9.625282287597656,1.0002169609069824
96,14600.0,2.0078883171081543,-9.59034538269043,0.4050070345401764
97,14700.0,2.0078883171081543,-9.59034538269043,0.4050070345401764
98,14800.0,2.4248220920562744,-9.479802131652832,0.6511346101760864
99,14900.0,2.4248220920562744,-9.479802131652832,0.6511346101760864
100,15000.0,2.8882372379302983,-9.175786018371582,1.9061545133590696
101,15100.0,2.8882372379302983,-9.175786018371582,1.9061545133590696
102,15200.0,3.1278531551361084,-8.992549896240234,2.3496756553649902
103,15300.0,3.1278531551361084,-8.992549896240234,2.3496756553649902
104,15400.0,3.1919233798980717,-9.106337547302246,1.7483224868774414
