,timestamp,mx,my,mz,mAc
0,5000.0,60.65,-20.03,43.79,ACCURACY_BAD
1,5100.0,60.65,-20.03,43.79,ACCURACY_BAD
2,5200.0,60.65,-20.03,43.79,ACCURACY_BAD
3,5300.0,60.65,-20.03,43.79,ACCURACY_BAD
4,5400.0,57.84,-18.65,46.37,ACCURACY_BAD
5,5500.0,57.84,-18.65,46.37,ACCURACY_BAD
6,5600.0,57.84,-18.65,46.37,ACCURACY_BAD
7,5700.0,52.25,-17.57,45.29,ACCURACY_BAD
8,5800.0,52.25,-17.57,45.29,ACCURACY_BAD
9,5900.0,52.25,-17.57,45.29,ACCURACY_BAD
10,6000.0,48.77,-17.21,39.71,ACCURACY_BAD
11,6100.0,48.77,-17.21,39.71,ACCURACY_BAD
12,6200.0,48.77,-17.21,39.71,ACCURACY_BAD
13,6300.0,43.91,-9.23,39.47,ACCURACY_BAD
14,6400.0,43.91,-9.23,39.47,ACCURACY_BAD
15,6500.0,43.91,-9.23,39.47,ACCURACY_BAD
16,6600.0,46.02,-14.34,42.11,ACCURACY_BAD
17,6700.0,46.02,-14.34,42.11,ACCURACY_BAD
18,6800.0,46.02,-14.34,42.11,ACCURACY_BAD
19,6900.0,46.02,-14.34,42.11,ACCURACY_BAD
20,7000.0,48.11,-12.59,43.37,ACCURACY_BAD
21,7100.0,48.11,-12.59,43.37,ACCURACY_BAD
22,7200.0,49.5,-11.03,47.39,ACCURACY_BAD
23,7300.0,49.5,-11.03,47.39,ACCURACY_BAD
24,7400.0,48.77,-7.79,46.37,ACCURACY_BAD
25,7500.0,48.77,-7.79,46.37,ACCURACY_BAD
26,7600.0,48.77,-7.79,46.37,ACCURACY_BAD
27,7700.0,47.39,-10.85,44.63,ACCURACY_BAD
28,7800.0,47.39,-10.85,44.63,ACCURACY_BAD
29,7900.0,47.39,-10.85,44.63,ACCURACY_BAD
30,8000.0,46.68,-10.5,43.37,ACCURACY_BAD
31,8100.0,46.68,-10.5,43.37,ACCURACY_BAD
32,8200.0,46.68,-10.5,43.37,ACCURACY_BAD
33,8300.0,51.59,-7.25,51.47,ACCURACY_BAD
34,8400.0,51.59,-7.25,51.47,ACCURACY_BAD
35,8500.0,51.59,-7.25,51.47,ACCURACY_BAD
36,8600.0,46.68,-1.62,47.63,ACCURACY_BAD
37,8700.0,46.68,-1.62,47.63,ACCURACY_BAD
38,8800.0,46.68,-1.62,47.63,ACCURACY_BAD
39,8900.0,48.77,-2.7,50.87,ACCURACY_BAD
40,9000.0,48.77,-2.7,50.87,ACCURACY_BAD
41,9100.0,48.77,-2.7,50.87,ACCURACY_BAD
42,9200.0,51.59,5.51,49.97,ACCURACY_BAD
43,9300.0,51.59,5.51,49.97,ACCURACY_BAD
44,9400.0,51.59,5.51,49.97,ACCURACY_BAD
45,9500.0,56.45,8.22,52.97,ACCURACY_BAD
46,9600.0,56.45,8.22,52.97,ACCURACY_BAD
47,9700.0,56.45,8.22,52.97,ACCURACY_BAD
48,9800.0,55.07,-4.44,53.87,ACCURACY_BAD
49,9900.0,55.07,-4.44,53.87,ACCURACY_BAD
50,10000.0,51.59,-11.03,49.55,ACCURACY_BAD
51,10100.0,51.59,-11.03,49.55,ACCURACY_BAD
52,10200.0,51.59,-11.03,49.55,ACCURACY_BAD
53,10300.0,50.15,-19.79,41.04,ACCURACY_BAD
54,10400.0,50.15,-19.79,41.04,ACCURACY_BAD
55,10500.0,50.15,-19.79,41.04,ACCURACY_BAD
56,10600.0,49.5,-15.65,43.79,ACCURACY_BAD
57,10700.0,49.5,-15.65,43.79,ACCURACY_BAD
58,10800.0,49.5,-15.65,43.79,ACCURACY_BAD
59,10900.0,52.97,-9.71,49.97,ACCURACY_BAD
60,11000.0,52.97,-9.71,49.97,ACCURACY_BAD
61,11100.0,50.87,-7.98,49.2,ACCURACY_BAD
62,11200.0,50.87,-7.98,49.2,ACCURACY_BAD
63,11300.0,50.87,-7.98,49.2,ACCURACY_BAD
64,11400.0,49.5,-12.42,44.87,ACCURACY_BAD
65,11500.0,49.5,-12.42,44.87,ACCURACY_BAD
66,11600.0,49.5,-12.42,44.87,ACCURACY_BAD
67,11700.0,53.69,-19.61,40.37,ACCURACY_BAD
68,11800.0,53.69,-19.61,40.37,ACCURACY_BAD
69,11900.0,57.84,-22.92,39.29,ACCURACY_BAD
70,12000.0,57.84,-22.92,39.29,ACCURACY_BAD
71,12100.0,57.84,-22.92,39.29,ACCURACY_BAD
72,12200.0,53.69,-18.29,40.79,ACCURACY_BAD
73,12300.0,53.69,-18.29,40.79,ACCURACY_BAD
74,12400.0,53.69,-18.29,40.79,ACCURACY_BAD
75,12500.0,50.87,-17.21,39.71,ACCURACY_BAD
76,12600.0,50.87,-17.21,39.71,ACCURACY_BAD
77,12700.0,48.11,-17.03,36.95,ACCURACY_BAD
78,12800.0,48.11,-17.03,36.95,ACCURACY_BAD
79,12900.0,48.11,-17.03,36.95,ACCURACY_BAD
80,13000.0,49.5,-16.37,41.45,ACCURACY_BAD
81,13100.0,49.5,-16.37,41.45,ACCURACY_BAD
82,13200.0,55.07,-19.85,38.87,ACCURACY_BAD
83,13300.0,55.07,-19.85,38.87,ACCURACY_BAD
84,13400.0,55.07,-19.85,38.87,ACCURACY_BAD
85,13500.0,55.07,-23.21,35.7,ACCURACY_BAD
86,13600.0,55.07,-23.21,35.7,ACCURACY_BAD
87,13700.0,55.07,-23.21,35.7,ACCURACY_BAD
88,13800.0,52.97,-21.95,33.95,ACCURACY_BAD
89,13900.0,52.97,-21.95,33.95,ACCURACY_BAD
90,14000.0,52.97,-21.95,33.95,ACCURACY_BAD
91,14100.0,55.73,-24.84,29.51,ACCURACY_BAD
92,14200.0,55.73,-24.84,29.51,ACCURACY_BAD
93,14300.0,56.45,-26.57,32.45,ACCURACY_BAD
94,14400.0,56.45,-26.57,32.45,ACCURACY_BAD
95,14500.0,56.45,-26.57,32.45,ACCURACY_BAD
96,14600.0,55.07,-23.45,34.13,ACCURACY_BAD
97,14700.0,55.07,-23.45,34.13,ACCURACY_BAD
98,14800.0,55.07,-23.45,34.13,ACCURACY_BAD
99,14900.0,57.84,-23.76,28.37,ACCURACY_BAD
100,15000.0,57.84,-23.76,28.37,ACCURACY_BAD
101,15100.0,55.73,-23.39,22.79,ACCURACY_BAD
102,15200.0,55.73,-23.39,22.79,ACCURACY_BAD
103,15300.0,55.73,-23.39,22.79,ACCURACY_BAD
104,15400.0,55.07,-22.31,23.87,ACCURACY_BAD
105,15500.0,55.07,-22.31,23.87,ACCURACY_BAD
106,15600.0,55.07,-21.35,27.77,ACCURACY_BAD
107,15700.0,55.07,-21.35,27.77,ACCURACY_BAD
108,15800.0,55.07,-21.35,27.77,ACCURACY_BAD
109,15900.0,56.45,-23.15,26.45,ACCURACY_BAD
110,16000.0,56.45,-23.15,26.45,ACCURACY_BAD
111,16100.0,55.73,-23.87,33.36,ACCURACY_BAD
112,16200.0,55.73,-23.87,33.36,ACCURACY_BAD
113,16300.0,52.25,-18.53,39.29,ACCURACY_BAD
114,16400.0,52.25,-18.53,39.29,ACCURACY_BAD
115,16500.0,52.25,-18.53,39.29,ACCURACY_BAD
116,16600.0,51.59,-16.73,44.87,ACCURACY_BAD
117,16700.0,51.59,-16.73,44.87,ACCURACY_BAD
118,16800.0,51.59,-16.73,44.87,ACCURACY_BAD
119,16900.0,53.69,-14.57,47.03,ACCURACY_BAD
120,17000.0,53.69,-14.57,47.03,ACCURACY_BAD
121,17100.0,55.07,-4.44,51.71,ACCURACY_BAD
122,17200.0,55.07,-4.44,51.71,ACCURACY_BAD
123,17300.0,55.07,-4.44,51.71,ACCURACY_BAD
124,17400.0,56.45,-6.59,53.87,ACCURACY_BAD
125,17500.0,56.45,-6.59,53.87,ACCURACY_BAD
126,17600.0,56.45,-6.59,53.87,ACCURACY_BAD
127,17700.0,55.07,-21.53,43.97,ACCURACY_BAD
128,17800.0,55.07,-21.53,43.97,ACCURACY_BAD
129,17900.0,55.07,-21.53,43.97,ACCURACY_BAD
130,18000.0,52.25,-19.61,26.87,ACCURACY_BAD
131,18100.0,52.25,-19.61,26.87,ACCURACY_BAD
132,18200.0,48.77,-19.19,39.05,ACCURACY_BAD
133,18300.0,48.77,-19.19,39.05,ACCURACY_BAD
134,18400.0,48.77,-19.19,39.05,ACCURACY_BAD
135,18500.0,48.77,-13.25,47.45,ACCURACY_BAD
136,18600.0,48.77,-13.25,47.45,ACCURACY_BAD
137,18700.0,48.77,-13.25,47.45,ACCURACY_BAD
138,18800.0,52.25,-12.47,51.89,ACCURACY_BAD
139,18900.0,52.25,-12.47,51.89,ACCURACY_BAD
140,19000.0,52.25,-12.47,51.89,ACCURACY_BAD
141,19100.0,59.27,-19.92,50.21,ACCURACY_BAD
142,19200.0,59.27,-19.92,50.21,ACCURACY_BAD
143,19300.0,61.31,-24.18,43.13,ACCURACY_BAD
144,19400.0,61.31,-24.18,43.13,ACCURACY_BAD
145,19500.0,61.31,-24.18,43.13,ACCURACY_BAD
146,19600.0,49.5,-21.0,39.95,ACCURACY_BAD
147,19700.0,49.5,-21.0,39.95,ACCURACY_BAD
148,19800.0,49.5,-21.0,39.95,ACCURACY_BAD
149,19900.0,51.59,-15.59,45.95,ACCURACY_BAD
150,20000.0,51.59,-15.59,45.95,ACCURACY_BAD
151,20100.0,51.59,-15.59,45.95,ACCURACY_BAD
152,20200.0,64.13,-23.87,46.79,ACCURACY_BAD
153,20300.0,64.13,-23.87,46.79,ACCURACY_BAD
154,20400.0,64.13,-23.87,46.79,ACCURACY_BAD
155,20500.0,76.68,-25.68,43.37,ACCURACY_BAD
156,20600.0,76.68,-25.68,43.37,ACCURACY_BAD
157,20700.0,76.68,-25.68,43.37,ACCURACY_BAD
158,20800.0,71.81,-26.45,38.87,ACCURACY_BAD
159,20900.0,71.81,-26.45,38.87,ACCURACY_BAD
160,21000.0,71.81,-26.45,38.87,ACCURACY_BAD
161,21100.0,57.18,-25.61,36.29,ACCURACY_BAD
162,21200.0,57.18,-25.61,36.29,ACCURACY_BAD
163,21300.0,57.18,-25.61,36.29,ACCURACY_BAD
