timestamp,mx,my,mz
1482405426622,-56.16400146484375,-163.27000427246094,-328.0419921875
1482405426623,-56.16400146484375,-161.875,-328.0419921875
1482405426641,-56.16400146484375,-161.11700439453125,-328.0419921875
1482405426665,-55.30799865722656,-161.4739990234375,-328.5639953613281
1482405426681,-55.0,-161.4739990234375,-328.2019958496094
1482405426701,-55.0,-161.4739990234375,-328.2019958496094
1482405426722,-54.58599853515625,-162.01600646972656,-327.6759948730469
1482405426742,-53.66600036621094,-162.01600646972656,-326.6080017089844
1482405426762,-54.47800064086914,-162.01600646972656,-328.2250061035156
1482405426782,-54.04800033569336,-162.01600646972656,-326.8210144042969
1482405426803,-54.04800033569336,-162.01600646972656,-327.90301513671875
1482405426822,-53.452999114990234,-162.01600646972656,-326.7120056152344
1482405426847,-54.46699905395508,-161.68800354003906,-328.2919921875
1482405426862,-54.46699905395508,-162.16799926757813,-327.3479919433594
1482405426882,-54.13600158691406,-161.38699340820313,-327.3479919433594
1482405426903,-54.65800094604492,-161.38699340820313,-328.1210021972656
1482405426923,-53.93600082397461,-161.93600463867188,-326.42498779296875
1482405426942,-53.93600082397461,-161.36700439453125,-327.89599609375
1482405426963,-54.64699935913086,-161.72000122070313,-327.89599609375
1482405426982,-54.64699935913086,-161.72000122070313,-327.89599609375
1482405427003,-54.64699935913086,-161.72000122070313,-327.89599609375
1482405427028,-54.64699935913086,-161.72000122070313,-327.89599609375
1482405427042,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427062,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427082,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427103,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427122,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427143,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427162,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427182,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427220,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427222,-54.26300048828125,-161.72000122070313,-327.89599609375
1482405427244,-54.26300048828125,-162.0590057373047,-327.89599609375
1482405427273,-54.26300048828125,-162.0590057373047,-328.23699951171875
1482405427297,-54.26300048828125,-162.0590057373047,-328.23699951171875
1482405427304,-54.26300048828125,-162.0590057373047,-328.23699951171875
1482405427327,-54.26300048828125,-162.0590057373047,-328.54901123046875
1482405427342,-54.26300048828125,-162.45700073242188,-328.54901123046875
1482405427362,-54.26300048828125,-162.45700073242188,-328.54901123046875
1482405427387,-54.26300048828125,-162.45700073242188,-328.54901123046875
1482405427403,-54.573001861572266,-162.83200073242188,-328.54901123046875
1482405427424,-54.573001861572266,-162.83200073242188,-328.8919982910156
1482405427445,-54.573001861572266,-162.83200073242188,-328.8919982910156
1482405427464,-54.573001861572266,-162.83200073242188,-328.8919982910156
1482405427485,-54.573001861572266,-163.18499755859375,-328.8919982910156
1482405427505,-54.573001861572266,-163.18499755859375,-329.2019958496094
1482405427524,-54.89500045776367,-163.18499755859375,-329.2019958496094
1482405427544,-54.89500045776367,-163.18499755859375,-329.2019958496094
