timestamp,mx,my,mz,mAc
1477401658691,34.43,1.01,-7.25,ACCURACY_VERYGOOD
1477401658982,34.43,0.47,-10.26,ACCURACY_VERYGOOD
1477401659183,35.09,1.79,-12,ACCURACY_VERYGOOD
1477401659486,21.89,3.77,-24.84,ACCURACY_VERYGOOD
1477401659794,12.77,18.77,-28.5,ACCURACY_VERYGOOD
1477401660083,14.21,16.13,-29.34,ACCURACY_VERYGOOD
1477401660381,14.21,17.63,-29.57,ACCURACY_VERYGOOD
1477401660682,12.77,16.07,-31.43,ACCURACY_VERYGOOD
1477401660883,14.88,19.37,-30.35,ACCURACY_VERYGOOD
1477401661179,12.77,22.5,-28.68,ACCURACY_VERYGOOD
1477401661380,13.5,20.52,-29.34,ACCURACY_VERYGOOD
1477401661681,19.79,19.37,-28.31,ACCURACY_VERYGOOD
1477401661882,19.79,18.29,-29.34,ACCURACY_VERYGOOD
1477401662175,20.45,21.18,-26.93,ACCURACY_VERYGOOD
1477401662479,18.35,22.5,-28.68,ACCURACY_VERYGOOD
1477401662787,21.18,22.5,-28.68,ACCURACY_VERYGOOD
1477401663077,20.45,23.57,-25.5,ACCURACY_VERYGOOD
1477401663375,23.27,23.57,-25.5,ACCURACY_VERYGOOD
1477401663675,25.37,22.5,-26.51,ACCURACY_VERYGOOD
1477401663877,25.37,17.87,-28.01,ACCURACY_VERYGOOD
1477401664175,26.03,17.21,-28.26,ACCURACY_VERYGOOD
1477401664478,23.27,17.87,-28.01,ACCURACY_VERYGOOD
1477401664769,24.65,18.53,-27.84,ACCURACY_VERYGOOD
1477401665078,24.65,20.93,-26.34,ACCURACY_VERYGOOD
1477401665370,25.31,20.03,-28.01,ACCURACY_VERYGOOD
1477401665673,23.87,19.43,-28.13,ACCURACY_VERYGOOD
1477401665874,26.69,19.02,-26.87,ACCURACY_VERYGOOD
1477401666196,28.07,17.21,-28.19,ACCURACY_VERYGOOD
1477401666470,25.97,19.26,-25.37,ACCURACY_VERYGOOD
1477401666671,21.05,26.45,-27.23,ACCURACY_VERYGOOD
1477401666873,14.09,25.85,-32.27,ACCURACY_VERYGOOD
1477401667167,24.6,18.29,-28.97,ACCURACY_VERYGOOD
1477401667471,31.55,7.25,-21.89,ACCURACY_VERYGOOD
